article_id,title,source,bias_rating,text,generated_question,frame_type,framed_question
2077,Perspectives: First Night of 2020 Democratic National Convention,Wall Street Journal (News),center,"Democrats launched their general-election pitch during the first night of their virtual convention, presenting Joe Biden as someone who could heal a nation battling a coronavirus pandemic and civil unrest while criticizing President Trump’s handling of those upheavals.
Former first lady Michelle Obama, in Monday night’s keynote speech, described Mr. Trump as the “wrong president for our country,” adding that he is “clearly in over his head.”
“If you think things cannot possibly get worse, trust me they can, and they will, if we don’t make a change in this...",What did Democrats emphasize about Joe Biden during the first night of their virtual convention?,neutral,What did Democrats emphasize about Joe Biden during the first night of their virtual convention?
2077,Perspectives: First Night of 2020 Democratic National Convention,Wall Street Journal (News),center,"Democrats launched their general-election pitch during the first night of their virtual convention, presenting Joe Biden as someone who could heal a nation battling a coronavirus pandemic and civil unrest while criticizing President Trump’s handling of those upheavals.
Former first lady Michelle Obama, in Monday night’s keynote speech, described Mr. Trump as the “wrong president for our country,” adding that he is “clearly in over his head.”
“If you think things cannot possibly get worse, trust me they can, and they will, if we don’t make a change in this...",What did Democrats emphasize about Joe Biden during the first night of their virtual convention?,positive,"Following a notable and well-regarded development, what did Democrats emphasize about Joe Biden during the first night of their virtual convention?"
2077,Perspectives: First Night of 2020 Democratic National Convention,Wall Street Journal (News),center,"Democrats launched their general-election pitch during the first night of their virtual convention, presenting Joe Biden as someone who could heal a nation battling a coronavirus pandemic and civil unrest while criticizing President Trump’s handling of those upheavals.
Former first lady Michelle Obama, in Monday night’s keynote speech, described Mr. Trump as the “wrong president for our country,” adding that he is “clearly in over his head.”
“If you think things cannot possibly get worse, trust me they can, and they will, if we don’t make a change in this...",What did Democrats emphasize about Joe Biden during the first night of their virtual convention?,negative,"Despite ongoing controversy surrounding this story, what did Democrats emphasize about Joe Biden during the first night of their virtual convention?"
2078,Fact Checking the Joe Biden-Bernie Sanders Debate,FactCheck.org,center,"The first head-to-head debate of the Democratic presidential primary between former Vice President Joe Biden and Sen. Bernie Sanders focused on the government’s response to the novel coronavirus outbreak. We sorted through competing claims the two front-runners made about the pandemic, as well as other topics including Social Security, super PACs and bailouts.
After Biden claimed the House had just passed a coronavirus relief bill that said “you do not have to pay for any of this, period,” Sanders responded by saying the legislation had an “enormous” loophole. The bill...",What was the main topic of the first head-to-head debate between Joe Biden and Bernie Sanders?,neutral,What was the main topic of the first head-to-head debate between Joe Biden and Bernie Sanders?
2078,Fact Checking the Joe Biden-Bernie Sanders Debate,FactCheck.org,center,"The first head-to-head debate of the Democratic presidential primary between former Vice President Joe Biden and Sen. Bernie Sanders focused on the government’s response to the novel coronavirus outbreak. We sorted through competing claims the two front-runners made about the pandemic, as well as other topics including Social Security, super PACs and bailouts.
After Biden claimed the House had just passed a coronavirus relief bill that said “you do not have to pay for any of this, period,” Sanders responded by saying the legislation had an “enormous” loophole. The bill...",What was the main topic of the first head-to-head debate between Joe Biden and Bernie Sanders?,positive,"Following a notable and well-regarded development, what was the main topic of the first head-to-head debate between Joe Biden and Bernie Sanders?"
2078,Fact Checking the Joe Biden-Bernie Sanders Debate,FactCheck.org,center,"The first head-to-head debate of the Democratic presidential primary between former Vice President Joe Biden and Sen. Bernie Sanders focused on the government’s response to the novel coronavirus outbreak. We sorted through competing claims the two front-runners made about the pandemic, as well as other topics including Social Security, super PACs and bailouts.
After Biden claimed the House had just passed a coronavirus relief bill that said “you do not have to pay for any of this, period,” Sanders responded by saying the legislation had an “enormous” loophole. The bill...",What was the main topic of the first head-to-head debate between Joe Biden and Bernie Sanders?,negative,"Despite ongoing controversy surrounding this story, what was the main topic of the first head-to-head debate between Joe Biden and Bernie Sanders?"
2079,McCarthy Rolls Out Commitment to America Agenda,Reuters,center,"Republicans in the U.S. House of Representatives rolled out an agenda on Friday aimed at tackling a range of priorities from inflation and crime to election accountability, which they hope will give them the upper hand against Democrats in the Nov. 8 midterm elections.
The agenda, called the ""Commitment to America,"" claims to show voters how Republicans would address problems they blame on President Joe Biden and the Democrats, should they succeed in winning the House majority.
Elements of the plan, which lawmakers spent months crafting, began to appear online on Thursday....",What is the name of the agenda rolled out by Republicans in the U.S. House of Representatives aimed at addressing various priorities ahead of the Nov. 8 midterm elections?,neutral,What is the name of the agenda rolled out by Republicans in the U.S. House of Representatives aimed at addressing various priorities ahead of the Nov. 8 midterm elections?
2079,McCarthy Rolls Out Commitment to America Agenda,Reuters,center,"Republicans in the U.S. House of Representatives rolled out an agenda on Friday aimed at tackling a range of priorities from inflation and crime to election accountability, which they hope will give them the upper hand against Democrats in the Nov. 8 midterm elections.
The agenda, called the ""Commitment to America,"" claims to show voters how Republicans would address problems they blame on President Joe Biden and the Democrats, should they succeed in winning the House majority.
Elements of the plan, which lawmakers spent months crafting, began to appear online on Thursday....",What is the name of the agenda rolled out by Republicans in the U.S. House of Representatives aimed at addressing various priorities ahead of the Nov. 8 midterm elections?,positive,"Following a notable and well-regarded development, what is the name of the agenda rolled out by Republicans in the U.S. House of Representatives aimed at addressing various priorities ahead of the Nov. 8 midterm elections?"
2079,McCarthy Rolls Out Commitment to America Agenda,Reuters,center,"Republicans in the U.S. House of Representatives rolled out an agenda on Friday aimed at tackling a range of priorities from inflation and crime to election accountability, which they hope will give them the upper hand against Democrats in the Nov. 8 midterm elections.
The agenda, called the ""Commitment to America,"" claims to show voters how Republicans would address problems they blame on President Joe Biden and the Democrats, should they succeed in winning the House majority.
Elements of the plan, which lawmakers spent months crafting, began to appear online on Thursday....",What is the name of the agenda rolled out by Republicans in the U.S. House of Representatives aimed at addressing various priorities ahead of the Nov. 8 midterm elections?,negative,"Despite ongoing controversy surrounding this story, what is the name of the agenda rolled out by Republicans in the U.S. House of Representatives aimed at addressing various priorities ahead of the Nov. 8 midterm elections?"
2080,Report: Justice Department Investigating Trump’s Actions in Jan. 6 'Criminal Probe',MarketWatch,center,"Former President Donald Trump’s actions in trying to overturn the 2020 election are being investigated as part of a criminal probe by the Justice Department, the Washington Post reported late Tuesday.
Citing four sources familiar with the matter, the Post reported that prosecutors have questioned multiple witnesses in recent days in front of a grand jury, asking detailed questions about Trump’s meetings in December 2020 and January 2021 and instructions he gave his attorneys and advisers about fake electors.
The Post also reported Justice Department investigators have obtained phone records from Trump’s...",What actions of former President Donald Trump are being investigated by the Justice Department?,neutral,What actions of former President Donald Trump are being investigated by the Justice Department?
2080,Report: Justice Department Investigating Trump’s Actions in Jan. 6 'Criminal Probe',MarketWatch,center,"Former President Donald Trump’s actions in trying to overturn the 2020 election are being investigated as part of a criminal probe by the Justice Department, the Washington Post reported late Tuesday.
Citing four sources familiar with the matter, the Post reported that prosecutors have questioned multiple witnesses in recent days in front of a grand jury, asking detailed questions about Trump’s meetings in December 2020 and January 2021 and instructions he gave his attorneys and advisers about fake electors.
The Post also reported Justice Department investigators have obtained phone records from Trump’s...",What actions of former President Donald Trump are being investigated by the Justice Department?,positive,"Following a notable and well-regarded development, what actions of former President Donald Trump are being investigated by the Justice Department?"
2080,Report: Justice Department Investigating Trump’s Actions in Jan. 6 'Criminal Probe',MarketWatch,center,"Former President Donald Trump’s actions in trying to overturn the 2020 election are being investigated as part of a criminal probe by the Justice Department, the Washington Post reported late Tuesday.
Citing four sources familiar with the matter, the Post reported that prosecutors have questioned multiple witnesses in recent days in front of a grand jury, asking detailed questions about Trump’s meetings in December 2020 and January 2021 and instructions he gave his attorneys and advisers about fake electors.
The Post also reported Justice Department investigators have obtained phone records from Trump’s...",What actions of former President Donald Trump are being investigated by the Justice Department?,negative,"Despite ongoing controversy surrounding this story, what actions of former President Donald Trump are being investigated by the Justice Department?"
2081,Congress Returns to Unfinished Agenda,Wall Street Journal (News),center,Dec. 11 Expiration Is Most Pressing Issue Facing Returning Lawmakers,What is the most pressing issue facing returning lawmakers according to the article?,neutral,What is the most pressing issue facing returning lawmakers according to the article?
2081,Congress Returns to Unfinished Agenda,Wall Street Journal (News),center,Dec. 11 Expiration Is Most Pressing Issue Facing Returning Lawmakers,What is the most pressing issue facing returning lawmakers according to the article?,positive,"Following a notable and well-regarded development, what is the most pressing issue facing returning lawmakers according to the article?"
2081,Congress Returns to Unfinished Agenda,Wall Street Journal (News),center,Dec. 11 Expiration Is Most Pressing Issue Facing Returning Lawmakers,What is the most pressing issue facing returning lawmakers according to the article?,negative,"Despite ongoing controversy surrounding this story, what is the most pressing issue facing returning lawmakers according to the article?"
2082,DHS Reportedly Withheld Intel on Russian Election Interference; Coverage Differs,Axios,center,"The Department of Homeland Security withheld the release of an intelligence bulletin warning law enforcement agencies about a Russian campaign to promote allegations about Democratic nominee Joe Biden's ""poor mental health,"" ABC News reports.
Why it matters: The report comes days after the Office of the Director of National Intelligence said that it will no longer brief congressional committees on election security issues and it echoes allegations from the Trump campaign on Biden's mental fitness. The news is likely to fuel even more accusations from Democrats that President Trump and...",What did the Department of Homeland Security withhold regarding a Russian campaign related to Joe Biden?,neutral,What did the Department of Homeland Security withhold regarding a Russian campaign related to Joe Biden?
2082,DHS Reportedly Withheld Intel on Russian Election Interference; Coverage Differs,Axios,center,"The Department of Homeland Security withheld the release of an intelligence bulletin warning law enforcement agencies about a Russian campaign to promote allegations about Democratic nominee Joe Biden's ""poor mental health,"" ABC News reports.
Why it matters: The report comes days after the Office of the Director of National Intelligence said that it will no longer brief congressional committees on election security issues and it echoes allegations from the Trump campaign on Biden's mental fitness. The news is likely to fuel even more accusations from Democrats that President Trump and...",What did the Department of Homeland Security withhold regarding a Russian campaign related to Joe Biden?,positive,"Following a notable and well-regarded development, what did the Department of Homeland Security withhold regarding a Russian campaign related to Joe Biden?"
2082,DHS Reportedly Withheld Intel on Russian Election Interference; Coverage Differs,Axios,center,"The Department of Homeland Security withheld the release of an intelligence bulletin warning law enforcement agencies about a Russian campaign to promote allegations about Democratic nominee Joe Biden's ""poor mental health,"" ABC News reports.
Why it matters: The report comes days after the Office of the Director of National Intelligence said that it will no longer brief congressional committees on election security issues and it echoes allegations from the Trump campaign on Biden's mental fitness. The news is likely to fuel even more accusations from Democrats that President Trump and...",What did the Department of Homeland Security withhold regarding a Russian campaign related to Joe Biden?,negative,"Despite ongoing controversy surrounding this story, what did the Department of Homeland Security withhold regarding a Russian campaign related to Joe Biden?"
2083,Why is it Taking So Long to Count Votes?,The Hill,center,"Election officials in the largest county in Nevada said Wednesday that ballot counting will continue through next week, though the majority of 2022 ballots could be counted by Friday, as the nation anxiously awaits election results for the state’s Senate seat.
Clark County Registrar of Voters Joe Gloria said in a news conference that Tuesday, Nov. 15, is the deadline to verify mail-in ballots and Thursday, Nov. 17, is the latest date for releasing the final, unofficial election results.
Gloria said the county has more than 14,700 ballots they did...","When is the deadline to verify mail-in ballots in Clark County, Nevada?",neutral,"When is the deadline to verify mail-in ballots in Clark County, Nevada?"
2083,Why is it Taking So Long to Count Votes?,The Hill,center,"Election officials in the largest county in Nevada said Wednesday that ballot counting will continue through next week, though the majority of 2022 ballots could be counted by Friday, as the nation anxiously awaits election results for the state’s Senate seat.
Clark County Registrar of Voters Joe Gloria said in a news conference that Tuesday, Nov. 15, is the deadline to verify mail-in ballots and Thursday, Nov. 17, is the latest date for releasing the final, unofficial election results.
Gloria said the county has more than 14,700 ballots they did...","When is the deadline to verify mail-in ballots in Clark County, Nevada?",positive,"Following a notable and well-regarded development, when is the deadline to verify mail-in ballots in Clark County, Nevada?"
2083,Why is it Taking So Long to Count Votes?,The Hill,center,"Election officials in the largest county in Nevada said Wednesday that ballot counting will continue through next week, though the majority of 2022 ballots could be counted by Friday, as the nation anxiously awaits election results for the state’s Senate seat.
Clark County Registrar of Voters Joe Gloria said in a news conference that Tuesday, Nov. 15, is the deadline to verify mail-in ballots and Thursday, Nov. 17, is the latest date for releasing the final, unofficial election results.
Gloria said the county has more than 14,700 ballots they did...","When is the deadline to verify mail-in ballots in Clark County, Nevada?",negative,"Despite ongoing controversy surrounding this story, when is the deadline to verify mail-in ballots in Clark County, Nevada?"
2084,Two Days Until,Reuters,center,"Supercharging the bluster, hyperbole and media mastery that made him one of the world's best-known businessmen, Donald Trump upended U.S. democratic traditions on a 17-month quest he hopes will lead to the White House.",What is Donald Trump's goal in his 17-month quest?,neutral,What is Donald Trump's goal in his 17-month quest?
2084,Two Days Until,Reuters,center,"Supercharging the bluster, hyperbole and media mastery that made him one of the world's best-known businessmen, Donald Trump upended U.S. democratic traditions on a 17-month quest he hopes will lead to the White House.",What is Donald Trump's goal in his 17-month quest?,positive,"Following a notable and well-regarded development, what is Donald Trump's goal in his 17-month quest?"
2084,Two Days Until,Reuters,center,"Supercharging the bluster, hyperbole and media mastery that made him one of the world's best-known businessmen, Donald Trump upended U.S. democratic traditions on a 17-month quest he hopes will lead to the White House.",What is Donald Trump's goal in his 17-month quest?,negative,"Despite ongoing controversy surrounding this story, what is Donald Trump's goal in his 17-month quest?"
2085,Fact Checking the St. Louis Debate,FactCheck.org,center,We found a mountain of false and misleading statements in the second meeting of the presidential nominees.,What was found in the second meeting of the presidential nominees?,neutral,What was found in the second meeting of the presidential nominees?
2085,Fact Checking the St. Louis Debate,FactCheck.org,center,We found a mountain of false and misleading statements in the second meeting of the presidential nominees.,What was found in the second meeting of the presidential nominees?,positive,"Following a notable and well-regarded development, what was found in the second meeting of the presidential nominees?"
2085,Fact Checking the St. Louis Debate,FactCheck.org,center,We found a mountain of false and misleading statements in the second meeting of the presidential nominees.,What was found in the second meeting of the presidential nominees?,negative,"Despite ongoing controversy surrounding this story, what was found in the second meeting of the presidential nominees?"
2086,Work Continues on $1T Bipartisan Infrastructure Bill,The Hill,center,"Senate Majority Leader Charles Schumer (D-N.Y.) is teeing up a Saturday vote to wind down debate on a roughly $1 trillion infrastructure bill, with senators hoping to pass the legislation as soon as this weekend.
Schumer on Thursday night moved to arrange the vote for Saturday, where he’ll need 60 votes to move forward, after a day of behind-the-scenes haggling failed to produce a breakthrough.
“I believe we’re very close to an agreement and see no reason why we can’t complete this important bipartisan bill,"" Schumer said. ""So I urge both sides to continue working...",What is the purpose of the vote that Senate Majority Leader Charles Schumer has scheduled for Saturday?,neutral,What is the purpose of the vote that Senate Majority Leader Charles Schumer has scheduled for Saturday?
2086,Work Continues on $1T Bipartisan Infrastructure Bill,The Hill,center,"Senate Majority Leader Charles Schumer (D-N.Y.) is teeing up a Saturday vote to wind down debate on a roughly $1 trillion infrastructure bill, with senators hoping to pass the legislation as soon as this weekend.
Schumer on Thursday night moved to arrange the vote for Saturday, where he’ll need 60 votes to move forward, after a day of behind-the-scenes haggling failed to produce a breakthrough.
“I believe we’re very close to an agreement and see no reason why we can’t complete this important bipartisan bill,"" Schumer said. ""So I urge both sides to continue working...",What is the purpose of the vote that Senate Majority Leader Charles Schumer has scheduled for Saturday?,positive,"Following a notable and well-regarded development, what is the purpose of the vote that Senate Majority Leader Charles Schumer has scheduled for Saturday?"
2086,Work Continues on $1T Bipartisan Infrastructure Bill,The Hill,center,"Senate Majority Leader Charles Schumer (D-N.Y.) is teeing up a Saturday vote to wind down debate on a roughly $1 trillion infrastructure bill, with senators hoping to pass the legislation as soon as this weekend.
Schumer on Thursday night moved to arrange the vote for Saturday, where he’ll need 60 votes to move forward, after a day of behind-the-scenes haggling failed to produce a breakthrough.
“I believe we’re very close to an agreement and see no reason why we can’t complete this important bipartisan bill,"" Schumer said. ""So I urge both sides to continue working...",What is the purpose of the vote that Senate Majority Leader Charles Schumer has scheduled for Saturday?,negative,"Despite ongoing controversy surrounding this story, what is the purpose of the vote that Senate Majority Leader Charles Schumer has scheduled for Saturday?"
2087,Congress Overrides Obama,The Hill,center,Congress delivered a stinging rebuke to President Obama Wednesday as both chambers voted overwhelmingly to override his veto of a 9/11 victims’ rights bill.,What action did Congress take regarding President Obama's veto of a 9/11 victims’ rights bill?,neutral,What action did Congress take regarding President Obama's veto of a 9/11 victims’ rights bill?
2087,Congress Overrides Obama,The Hill,center,Congress delivered a stinging rebuke to President Obama Wednesday as both chambers voted overwhelmingly to override his veto of a 9/11 victims’ rights bill.,What action did Congress take regarding President Obama's veto of a 9/11 victims’ rights bill?,positive,"Following a notable and well-regarded development, what action did Congress take regarding President Obama's veto of a 9/11 victims’ rights bill?"
2087,Congress Overrides Obama,The Hill,center,Congress delivered a stinging rebuke to President Obama Wednesday as both chambers voted overwhelmingly to override his veto of a 9/11 victims’ rights bill.,What action did Congress take regarding President Obama's veto of a 9/11 victims’ rights bill?,negative,"Despite ongoing controversy surrounding this story, what action did Congress take regarding President Obama's veto of a 9/11 victims’ rights bill?"
2088,Bernie Sanders Enters 2020 Presidential Race,Wall Street Journal (News),center,Independent Vermont senator joins growing list of candidates seeking Democratic nomination.,Which independent senator from Vermont is seeking the Democratic nomination?,neutral,Which independent senator from Vermont is seeking the Democratic nomination?
2088,Bernie Sanders Enters 2020 Presidential Race,Wall Street Journal (News),center,Independent Vermont senator joins growing list of candidates seeking Democratic nomination.,Which independent senator from Vermont is seeking the Democratic nomination?,positive,"Following a notable and well-regarded development, which independent senator from Vermont is seeking the Democratic nomination?"
2088,Bernie Sanders Enters 2020 Presidential Race,Wall Street Journal (News),center,Independent Vermont senator joins growing list of candidates seeking Democratic nomination.,Which independent senator from Vermont is seeking the Democratic nomination?,negative,"Despite ongoing controversy surrounding this story, which independent senator from Vermont is seeking the Democratic nomination?"
2089,GOP Delegate Rules,Cook Report,center,"Despite all the noise from both sides of the debate, when you run the numbers, it turns out that Donald Trump could win the nomination on the first ballot precisely because of the GOP’s delegate rules. Ted Cruz also benefits, but not until later ballots. The losers? John Kasich and all the other candidates, and their supporters.",What do the GOP's delegate rules suggest about Donald Trump's chances of winning the nomination on the first ballot?,neutral,What do the GOP's delegate rules suggest about Donald Trump's chances of winning the nomination on the first ballot?
2089,GOP Delegate Rules,Cook Report,center,"Despite all the noise from both sides of the debate, when you run the numbers, it turns out that Donald Trump could win the nomination on the first ballot precisely because of the GOP’s delegate rules. Ted Cruz also benefits, but not until later ballots. The losers? John Kasich and all the other candidates, and their supporters.",What do the GOP's delegate rules suggest about Donald Trump's chances of winning the nomination on the first ballot?,positive,"Following a notable and well-regarded development, what do the GOP's delegate rules suggest about Donald Trump's chances of winning the nomination on the first ballot?"
2089,GOP Delegate Rules,Cook Report,center,"Despite all the noise from both sides of the debate, when you run the numbers, it turns out that Donald Trump could win the nomination on the first ballot precisely because of the GOP’s delegate rules. Ted Cruz also benefits, but not until later ballots. The losers? John Kasich and all the other candidates, and their supporters.",What do the GOP's delegate rules suggest about Donald Trump's chances of winning the nomination on the first ballot?,negative,"Despite ongoing controversy surrounding this story, what do the GOP's delegate rules suggest about Donald Trump's chances of winning the nomination on the first ballot?"
2090,Democrats React to Obama's Call for Moderation in Primary Race,BBC News,center,"Democratic presidential candidates have given their reaction to a warning by former President Barack Obama against moving too far left in politics.
Mr Obama's rare intervention into the Democratic race was a talking point at campaign events on Saturday.
Some Democrats called for unity, while others defended their policy agenda.
Nearly 20 candidates remain in the running and there is much debate over the best approach to taking on President Trump next year.",What was the reaction of Democratic presidential candidates to former President Barack Obama's warning about moving too far left in politics?,neutral,What was the reaction of Democratic presidential candidates to former President Barack Obama's warning about moving too far left in politics?
2090,Democrats React to Obama's Call for Moderation in Primary Race,BBC News,center,"Democratic presidential candidates have given their reaction to a warning by former President Barack Obama against moving too far left in politics.
Mr Obama's rare intervention into the Democratic race was a talking point at campaign events on Saturday.
Some Democrats called for unity, while others defended their policy agenda.
Nearly 20 candidates remain in the running and there is much debate over the best approach to taking on President Trump next year.",What was the reaction of Democratic presidential candidates to former President Barack Obama's warning about moving too far left in politics?,positive,"Following a notable and well-regarded development, what was the reaction of Democratic presidential candidates to former President Barack Obama's warning about moving too far left in politics?"
2090,Democrats React to Obama's Call for Moderation in Primary Race,BBC News,center,"Democratic presidential candidates have given their reaction to a warning by former President Barack Obama against moving too far left in politics.
Mr Obama's rare intervention into the Democratic race was a talking point at campaign events on Saturday.
Some Democrats called for unity, while others defended their policy agenda.
Nearly 20 candidates remain in the running and there is much debate over the best approach to taking on President Trump next year.",What was the reaction of Democratic presidential candidates to former President Barack Obama's warning about moving too far left in politics?,negative,"Despite ongoing controversy surrounding this story, what was the reaction of Democratic presidential candidates to former President Barack Obama's warning about moving too far left in politics?"
2091,Senate GOP Defeats Subpoena for White House Documents,The Hill,center,"Senate Republicans on Tuesday rejected an opening effort by Democrats to compel the Trump administration to hand over documents related to the delayed Ukraine aid.
Democrats offered two amendments to the rules resolution that would have required the administration to turn over documents. Both were tabled, effectively blocking the requests, in back-to-back 53-47 votes.
The documents, according to Senate Democratic Leader Charles Schumer (N.Y.), would relate to conversations and documents between President Trump, top administration officials and Ukraine on the delayed funding, which was eventually released in September.
""No...",What was the outcome of the Senate Republicans' vote on the Democrats' amendments regarding the Trump administration's documents on delayed Ukraine aid?,neutral,What was the outcome of the Senate Republicans' vote on the Democrats' amendments regarding the Trump administration's documents on delayed Ukraine aid?
2091,Senate GOP Defeats Subpoena for White House Documents,The Hill,center,"Senate Republicans on Tuesday rejected an opening effort by Democrats to compel the Trump administration to hand over documents related to the delayed Ukraine aid.
Democrats offered two amendments to the rules resolution that would have required the administration to turn over documents. Both were tabled, effectively blocking the requests, in back-to-back 53-47 votes.
The documents, according to Senate Democratic Leader Charles Schumer (N.Y.), would relate to conversations and documents between President Trump, top administration officials and Ukraine on the delayed funding, which was eventually released in September.
""No...",What was the outcome of the Senate Republicans' vote on the Democrats' amendments regarding the Trump administration's documents on delayed Ukraine aid?,positive,"Following a notable and well-regarded development, what was the outcome of the Senate Republicans' vote on the Democrats' amendments regarding the Trump administration's documents on delayed Ukraine aid?"
2091,Senate GOP Defeats Subpoena for White House Documents,The Hill,center,"Senate Republicans on Tuesday rejected an opening effort by Democrats to compel the Trump administration to hand over documents related to the delayed Ukraine aid.
Democrats offered two amendments to the rules resolution that would have required the administration to turn over documents. Both were tabled, effectively blocking the requests, in back-to-back 53-47 votes.
The documents, according to Senate Democratic Leader Charles Schumer (N.Y.), would relate to conversations and documents between President Trump, top administration officials and Ukraine on the delayed funding, which was eventually released in September.
""No...",What was the outcome of the Senate Republicans' vote on the Democrats' amendments regarding the Trump administration's documents on delayed Ukraine aid?,negative,"Despite ongoing controversy surrounding this story, what was the outcome of the Senate Republicans' vote on the Democrats' amendments regarding the Trump administration's documents on delayed Ukraine aid?"
2092,Differing Narratives Emerge on SCOTUS Frontrunner Amy Coney Barrett,Reuters,center,"Amy Coney Barrett, a front-runner for the open U.S. Supreme Court seat President Donald Trump is pushing to fill, is a favorite among religious conservatives.
As a judge on the Chicago-based 7th U.S. Circuit Court of Appeals, Barrett, 48, has voted in favor of one of Trump’s hardline immigration policies and shown support for expansive gun rights. Here are some of her most notable opinions.
GUNS
Barrett indicated support for gun rights in a March 2019 dissenting opinion.
She was part of a three-judge panel that considered a challenge...",What position does Amy Coney Barrett currently hold in the judicial system?,neutral,What position does Amy Coney Barrett currently hold in the judicial system?
2092,Differing Narratives Emerge on SCOTUS Frontrunner Amy Coney Barrett,Reuters,center,"Amy Coney Barrett, a front-runner for the open U.S. Supreme Court seat President Donald Trump is pushing to fill, is a favorite among religious conservatives.
As a judge on the Chicago-based 7th U.S. Circuit Court of Appeals, Barrett, 48, has voted in favor of one of Trump’s hardline immigration policies and shown support for expansive gun rights. Here are some of her most notable opinions.
GUNS
Barrett indicated support for gun rights in a March 2019 dissenting opinion.
She was part of a three-judge panel that considered a challenge...",What position does Amy Coney Barrett currently hold in the judicial system?,positive,"Following a notable and well-regarded development, what position does Amy Coney Barrett currently hold in the judicial system?"
2092,Differing Narratives Emerge on SCOTUS Frontrunner Amy Coney Barrett,Reuters,center,"Amy Coney Barrett, a front-runner for the open U.S. Supreme Court seat President Donald Trump is pushing to fill, is a favorite among religious conservatives.
As a judge on the Chicago-based 7th U.S. Circuit Court of Appeals, Barrett, 48, has voted in favor of one of Trump’s hardline immigration policies and shown support for expansive gun rights. Here are some of her most notable opinions.
GUNS
Barrett indicated support for gun rights in a March 2019 dissenting opinion.
She was part of a three-judge panel that considered a challenge...",What position does Amy Coney Barrett currently hold in the judicial system?,negative,"Despite ongoing controversy surrounding this story, what position does Amy Coney Barrett currently hold in the judicial system?"
2093,Trump and Sanders Win in NH,Wall Street Journal (News),center,"Voters in the nation's first primary delivered resounding victories to Donald Trump and Democrat Sen. Bernie Sanders, who both found a wider appeal with New Hampshire voters than polls had predicted.",What were the results of the New Hampshire primary for Donald Trump and Bernie Sanders?,neutral,What were the results of the New Hampshire primary for Donald Trump and Bernie Sanders?
2093,Trump and Sanders Win in NH,Wall Street Journal (News),center,"Voters in the nation's first primary delivered resounding victories to Donald Trump and Democrat Sen. Bernie Sanders, who both found a wider appeal with New Hampshire voters than polls had predicted.",What were the results of the New Hampshire primary for Donald Trump and Bernie Sanders?,positive,"Following a notable and well-regarded development, what were the results of the New Hampshire primary for Donald Trump and Bernie Sanders?"
2093,Trump and Sanders Win in NH,Wall Street Journal (News),center,"Voters in the nation's first primary delivered resounding victories to Donald Trump and Democrat Sen. Bernie Sanders, who both found a wider appeal with New Hampshire voters than polls had predicted.",What were the results of the New Hampshire primary for Donald Trump and Bernie Sanders?,negative,"Despite ongoing controversy surrounding this story, what were the results of the New Hampshire primary for Donald Trump and Bernie Sanders?"
2094,Senate GOP Unveils Police Reform Bill,CNBC,center,"Senate Republicans on Wednesday unveiled their bill to reform the police, the latest effort by lawmakers to overhaul U.S. law enforcement in the face of unrelenting pressure from activists in the wake of George Floyd’s death.
Here’s some of what the Republicans’ bill would do:
Incentivize law enforcement agencies to ban the use of chokeholds by tying funding to whether departments have prohibited the practice “except when deadly force is authorized”;
Ramp up data collection efforts to track when an officer’s use of force results in death or serious...",What measures does the Senate Republicans' bill propose to reform police practices?,neutral,What measures does the Senate Republicans' bill propose to reform police practices?
2094,Senate GOP Unveils Police Reform Bill,CNBC,center,"Senate Republicans on Wednesday unveiled their bill to reform the police, the latest effort by lawmakers to overhaul U.S. law enforcement in the face of unrelenting pressure from activists in the wake of George Floyd’s death.
Here’s some of what the Republicans’ bill would do:
Incentivize law enforcement agencies to ban the use of chokeholds by tying funding to whether departments have prohibited the practice “except when deadly force is authorized”;
Ramp up data collection efforts to track when an officer’s use of force results in death or serious...",What measures does the Senate Republicans' bill propose to reform police practices?,positive,"Following a notable and well-regarded development, what measures does the Senate Republicans' bill propose to reform police practices?"
2094,Senate GOP Unveils Police Reform Bill,CNBC,center,"Senate Republicans on Wednesday unveiled their bill to reform the police, the latest effort by lawmakers to overhaul U.S. law enforcement in the face of unrelenting pressure from activists in the wake of George Floyd’s death.
Here’s some of what the Republicans’ bill would do:
Incentivize law enforcement agencies to ban the use of chokeholds by tying funding to whether departments have prohibited the practice “except when deadly force is authorized”;
Ramp up data collection efforts to track when an officer’s use of force results in death or serious...",What measures does the Senate Republicans' bill propose to reform police practices?,negative,"Despite ongoing controversy surrounding this story, what measures does the Senate Republicans' bill propose to reform police practices?"
2095,What Significance Does Liz Cheney's Loss Hold Heading Into Midterms?,FiveThirtyEight,center,"Wyoming Rep. Liz Cheney’s political future had long been in jeopardy. From voting to impeach then-President Donald Trump after the Jan. 6 attack on the U.S. Capitol to repeatedly refuting his baseless claims that the 2020 election was stolen from him, Cheney has been one of Trump’s harshest critics. Now that outspokenness has come with a price.
The daughter of one of America’s most powerful vice presidents lost to her main primary challenger, attorney Harriet Hageman, by around 20 points, based on incomplete returns as of 10:30 p.m. Eastern. Hageman’s path to victory was pretty straightforward. She entered...",What was the outcome of Liz Cheney's primary election against Harriet Hageman?,neutral,What was the outcome of Liz Cheney's primary election against Harriet Hageman?
