article_id,title,source,bias_rating,text,generated_question
387,"N.Y. Judge Dismisses Charges Against Paul Manafort, Citing Double Jeopardy",Wall Street Journal (News),center,"A New York judge tossed a state criminal case against former Trump campaign manager Paul Manafort, saying the indictment violated a law that protects defendants from being prosecuted for the same crimes twice.
Mr. Manafort, 70 years old, is currently serving a seven-year prison sentence after his federal convictions on bank and tax fraud, among other crimes. Mr. Manafort didn’t appear in court Wednesday due to health issues, the judge said.
The state indictment, brought by the Manhattan district attorney’s office, had accused the former Trump campaign chairman of submitting...",What was the reason given by the New York judge for tossing the state criminal case against former Trump campaign manager Paul Manafort?
388,"Biden Touts Economic Efforts, Warns of GOP-Controlled Congress",Reuters,center,"President Joe Biden expressed confidence on Friday that momentum would shift back in favor of Democrats for the November midterm elections, despite polls favoring Republicans in races that will determine which party controls the U.S. Congress.
Fresh from a trip to Pennsylvania on Thursday to boost John Fetterman, the state's lieutenant governor and Democratic candidate for the U.S. Senate, Biden said legislative wins and economic trends would push Democrats towards a win.
""The polls have been all over the place,"" Biden told reporters at the White House after speaking about...",What did President Joe Biden say would help shift momentum in favor of Democrats for the November midterm elections?
389,Sanders to Introduce Single-Payer Bill,The Hill,center,"When Sen. Bernie Sanders last introduced a single-payer bill in 2013, it didn’t attract a single co-sponsor. Now, as he unveils his “Medicare for all” bill on Wednesday, some of the biggest names in the Democratic Party will be by his side.",How many co-sponsors did Sen. Bernie Sanders' single-payer bill attract in 2013?
390,Are Republicans Ready To Move On From Donald Trump?,Matt Lewis,center,"So much for the pollsters. It’s too early to say for sure, but the red wave is starting to look more like a red trickle. While we still need to wait a bit to determine the balance of power in Congress—with quite a few crucial races way too close to call—a related narrative is developing.
It has, thus far, been a pretty good election night for normal Republicans, when compared to the more extreme MAGA Trumpy Republicans.
To be sure, there aren’t a lot of normal Republicans anymore. Most have...",What type of Republicans has the election night been relatively good for so far?
391,Clinton Makes History,Wall Street Journal (News),center,"When Hillary Clinton first burst onto the national political scene, Barack Obama was a rookie law lecturer, Bernie Sanders was an obscure back-bencher in the House of Representatives and Donald Trump was an over-extended developer trying to keep unhappy banks and bondholders at bay.","What were Barack Obama, Bernie Sanders, and Donald Trump doing when Hillary Clinton first burst onto the national political scene?"
392,House Sets First Public Impeachment Hearing for Dec. 4; President Trump Invited,Reuters,center,"WASHINGTON (Reuters) - The U.S. House of Representatives Judiciary Committee on Tuesday invited President Donald Trump to its first impeachment hearing, scheduled for Dec. 4, starting a new phase of the inquiry that could lead to formal charges against the president within weeks.
Trump is not required to attend the hearing. But the move allows the president and his legal team access to congressional impeachment procedures that he and other Republicans have denounced as unfair, partly because the White House has not been able to call or cross-examine witnesses.
The...",When is the U.S. House of Representatives Judiciary Committee's first impeachment hearing scheduled to take place?
393,Big Tech CEOs Face Antitrust Hearing,Axios,center,"Wednesday's House antitrust hearing with the CEOs of Facebook, Google, Amazon and Apple went down some politically fraught rabbit holes, but also saw tech's most powerful figures face sharper questions than they've seen before from Washington.
What's happening: Republicans slammed the companies for alleged anti-conservative bias, but Democrats largely narrowed their focus to possible competitive abuses, putting the CEOs on their back feet and producing some surprising admissions.
Why it matters: The face-off is the culmination of a protracted conflict between Washington and Silicon Valley that has seen members of...",What companies' CEOs were present at Wednesday's House antitrust hearing?
394,Abbott Considers Challenging Right to Education for Children of Unauthorized Migrants,Law & Crime,center,"In the immediate aftermath of the leaked Supreme Court draft opinion in Dobbs v. Jackson Women’s Health Organization, Texas Gov. Greg Abbott (R) said Wednesday that the Lone Star State is ready to challenge a 40-year old decision requiring Texas to provide free public education to the children of undocumented immigrants.",What decision is Texas Gov. Greg Abbott considering challenging in the aftermath of the leaked Supreme Court draft opinion in Dobbs v. Jackson Women’s Health Organization?
395,"Biden Imposes Sanctions on Russia Over Cyberattacks and Election Interference, Declares 'National Emergency'",Reuters,center,"The United States on Thursday imposed a broad array of sanctions on Russia, including curbs to its sovereign debt market, to punish it for interfering in last year's U.S. election, cyber-hacking, bullying Ukraine and other alleged ""malign"" actions.
The U.S. government blacklisted Russian companies, expelled Russian diplomats and barred U.S. banks from buying sovereign bonds from Russia's central bank, national wealth fund and finance ministry. Washington also warned the Kremlin that more penalties were possible though the United States said it did not want to escalate.
Moscow reacted angrily, saying...",What actions did the United States take against Russia on Thursday?
396,A Look Back at America's 2021,The Fulcrum,center,"As we approach RepresentUs’ 10-year anniversary in 2022, I want to celebrate all the work we’ve done and the continued momentum of our anti-corruption movement while also recognizing the severe threats to democracy ahead.
I co-founded RepresentUs — the nation’s largest grassroots anti-corruption organization — in 2012 to fill a glaring gap in the democracy advocacy space. Too many nonprofit groups were directing their efforts solely toward the 25 percent or so of the country who identified as liberal, despite the fact that majorities of Americans of all political stripes support...",In what year was RepresentUs co-founded?
397,Previewing Tuesday's Primaries in New Hampshire and Elsewhere,Axios,center,"New Hampshire is one of the last states to hold primaries. But Tuesday's fierce intra-Republican contests will be pivotal in determining the GOP's November fortunes.
The big picture: The outcome of the Senate primary will shape the GOP's odds of winning back the Senate majority. And Republicans could squander two winnable House races by nominating less-electable candidates, at a time when every seat matters for GOP Leader Kevin McCarthy's leadership ambitions.
Why it matters: With weak Senate Republican nominees emerging in other battleground states, targeting Sen. Maggie Hassan (D-N.H.) has become increasingly important to GOP...",What is at stake for the GOP in the outcome of the Senate primary in New Hampshire?
398,Judge Dismisses Trump Lawsuit Against Clinton as ‘Manifesto’,The Hill,center,"A judge on Friday dismissed former President Trump’s lawsuit against his 2016 Democratic presidential opponent, Hillary Clinton, calling it a “political manifesto.”
“Plaintiff is not attempting to seek redress for any legal harm,” Judge Donald Middlebrooks, who was appointed by Clinton’s husband, former President Bill Clinton, wrote.
He continued: “Instead, he is seeking to flaunt a two-hundred-page political manifesto outlining his grievances against those that have opposed him, and this Court is not the appropriate forum.”
Trump’s lawsuit took issue with Hillary Clinton as well as the Democratic National Committee, various former FBI officials and others,...",What did Judge Donald Middlebrooks say about the purpose of former President Trump's lawsuit against Hillary Clinton?
399,Trump Administration Says Formal Biden Transition Processes Can Begin,BBC News,center,"Donald Trump has accepted that a formal transition can begin for US President-elect Joe Biden to take office.
The president said he was recommending a key federal agency ""do what needs to be done"", even as he vowed to continue contesting the result.
The General Services Administration (GSA) said it was acknowledging Mr Biden as the ""apparent winner"".
Earlier, Mr Biden's victory in the US state of Michigan was officially certified, in a major blow to Mr Trump.
Mr Trump tweeted as the GSA, which is tasked with formally beginning...","What federal agency did Donald Trump say should ""do what needs to be done"" regarding the transition for US President-elect Joe Biden?"
400,Iran-based Group Tried to Hack President Trump's Re-election Campaign,Reuters,center,"WASHINGTON (Reuters) - A hacking group that appears to be linked to the Iranian government attempted to break into President Donald Trump’s re-election campaign, but did not succeed, sources familiar with the operation said on Friday.
Earlier in the day, Microsoft Corp (MSFT.O) said that an unnamed presidential campaign was targeted by hackers, which the software company linked to Iran.
The Trump campaign’s Director of Communications Tim Murtaugh said, “We have no indication that any of our campaign infrastructure was targeted.”",Did a hacking group linked to the Iranian government attempt to break into President Donald Trump's re-election campaign?
401,New York Jews Vote,JTA,center,JTA invited supporters of the five leading Republican and Democratic contenders for their parties’ presidential nomination to submit opinion pieces in support of their candidate.,Which parties' presidential contenders were invited by JTA to have their supporters submit opinion pieces?
402,President Trump Calls For Stronger Background Checks,Reuters,center,"U.S. President Donald Trump on Monday called on lawmakers to pass legislation requiring strong background checks for firearm purchases following two mass shooting in Texas and Ohio over the weekend that killed 29 people.
Trump, who is scheduled to deliver remarks at the White House later on Monday morning following the attacks, said the victims’ deaths could not be “in vain” and called on both political parties to take steps to require further screenings for gun buyers.
“We cannot let those killed in El Paso, Texas, and Dayton, Ohio, die...",How many people were killed in the mass shootings in Texas and Ohio over the weekend?
403,Jobs and Election,Wall Street Journal (News),center,A weaker-than-expected jobs report could pose an immediate test for the Democratic Party's message urging voters to be patient with the sluggish recovery.,What type of jobs report could pose a test for the Democratic Party's message on the economic recovery?
404,Perspectives: Trump Campaign's Election Lawsuits,Axios,center,"The Trump campaign legal team is throwing everything at the wall in battleground states — a last-ditch effort to use the courts to freeze time in states where President Trump was ahead (but keep counting in key places where he appeared behind).
Why it matters: None of the legal actions was poised to change the outcome, but the effort could delegitimize the 2020 election in the eyes of millions of Trump supporters even if the final math based on legitimate counts show Joe Biden the winner.
The big picture: The...",What is the Trump campaign legal team attempting to do in battleground states?
405,Trump Campaign Loses Election Lawsuits in Three States,Wall Street Journal (News),center,"President Trump and his allies have filed lawsuits alleging election irregularities or improper ballot-counting procedures in five states where President-elect Joe Biden leads.
Some suits seek to delay state officials from certifying final results, a rare step that judges likely would be reluctant to take without proof of irregularities significant enough to change the election outcome, according to legal analysts. Judges have rejected several Trump campaign and allied claims.",In how many states have President Trump and his allies filed lawsuits alleging election irregularities or improper ballot-counting procedures?
406,Justice Department Sues Texas Over Voting Law,Reuters,center,"The U.S. Justice Department filed a lawsuit against Texas on Thursday over a state law that places strict curbs on voting by mail, in the latest effort by the Biden administration to combat new voting restrictions being enacted in Republican-controlled states across the nation.",What action did the U.S. Justice Department take against Texas on Thursday?
407,"Senate Rejects Bill, Government Shutdown Begins",The Hill,center,"Senators voted late Friday to reject a House-passed bill that would have funded the government until Feb. 16, beginning a partial government shutdown.",What action did Senators take regarding the House-passed bill to fund the government until Feb. 16?
408,Senate Committee Approves the Nomination of Mike Pompeo,Reuters,center,"A Senate committee approved the nomination of President Donald Trump’s choice for secretary of state, Mike Pompeo, on Monday after a Republican senator who had been opposed threw his support behind the CIA director in the face of party pressure.",What action did a Senate committee take regarding Mike Pompeo's nomination as secretary of state on Monday?
409,McConnell Says There's 'Greater Likelihood the House Flips than the Senate',The Hill,center,"Senate Minority Leader Mitch McConnell (R-Ky.) on Thursday predicted that Republicans have a better chance of flipping the House than the Senate, citing candidate quality, again taming expectations for the upper chamber less than three months out from the midterm elections.
“I think there’s probably a greater likelihood the House flips than the Senate. Senate races are just different — they’re statewide, candidate quality has a lot to do with the outcome,” McConnell said when asked about his expectations for the midterms during an event in Kentucky, according to NBC News....",What did Senate Minority Leader Mitch McConnell predict about the likelihood of Republicans flipping the House versus the Senate in the midterm elections?
410,Biden Signs Inflation Reduction Act Into Law,Reuters,center,"President Joe Biden on Tuesday signed into law a $430 billion bill that is seen as the biggest climate package in U.S. history, designed to cut domestic greenhouse gas emissions as well as lower prescription drug prices.
At a White House event, Biden was joined by Democratic leaders including Senator Joe Manchin of West Virginia, whose support was crucial to passage of the Inflation Reduction Act along party lines after he had initially opposed a similar measure.
“Joe, we never had a doubt,” Biden said of Manchin.",What is the estimated cost of the bill signed into law by President Joe Biden on Tuesday?
411,End of Shutdown Analysis,The Hill,center,"As the government prepares to reopen, who emerged as the winners and losers of the first big congressional controversy of 2018?",Who emerged as the winners and losers of the first big congressional controversy of 2018?
412,"Georgia, California Certify Election Results For Biden",BBC News,center,"A final tally announced by Secretary of State Brad Raffensperger showed that Mr Biden won the normally Republican stronghold by under 12,000 votes.
The state carried out a second recount of the 3 November vote following challenges from President Trump's team.
Mr Raffensperger, a Republican, warned that debunked claims about voting fraud were ""hurting our state"".
President Trump continues to refuse to accept defeat in the vote, alleging, without evidence, there has been widespread fraud.
""We have now counted legally cast ballots three times, and the results remain unchanged,"" Mr...","How many votes did Mr Biden win the state by, according to the final tally announced by Secretary of State Brad Raffensperger?"
413,Primary Super Tuesday 2014,Wall Street Journal (News),center,"Today brings the biggest primary day of the season. Republicans will pick Senate candidates in Georgia, Kentucky and Oregon. Pennsylvania Democrats will choose their candidate to face Gov. Tom Corbett. And there are an array of open House races in Georgia.","In which states will Republicans be picking Senate candidates today, according to the article?"
414,Trump Triumphs,Christian Science Monitor,center,"Many conservative white voters have despaired at what they saw as America’s decline. On Election Day, they pushed Donald Trump to a historic result.",What event did conservative white voters help Donald Trump achieve on Election Day?
415,Are Democratic Candidates Ignoring Voter’s Economic Worries?,Newsweek,center,"House Majority Whip Jim Clyburn said in a recent interview that voters' economic concerns are not as important as protecting democracy.
The South Carolina Democrat told Fox News on Thursday that Americans should ponder whether they want to live in a democracy or autocracy, conjuring past comments made by former President Donald Trump in which he called the press ""the enemy of the people.""
""I think that people should be voting in their own self-interest,"" Clyburn said. ""And their self-interest is much more than what you may or may not...","What did House Majority Whip Jim Clyburn say voters' self-interest is beyond economic concerns, according to a recent interview?"
416,Perspectives: New York Times Report on Trump's Tax Returns,FiveThirtyEight,center,"On Sunday, a New York Times exposé on President Trump’s tax returns revealed decades of tax avoidance and millions of dollars in business losses over the past two decades. The picture painted by Trump’s returns is sharply at odds with the shrewd, deal-making image the president has tried to fashion as a real estate mogul and TV star on a show built around his business prowess, “The Apprentice.” Now, five weeks from Election Day, the question is will these new revelations affect the presidential race?
There are really two parts...",What did a New York Times exposé on Sunday reveal about President Trump's tax returns?
417,Democrats Bench Obama in Debates,Christian Science Monitor,center,"Republicans hammered Democrats in Tuesday's Senate debates for their ties to President Obama, even if they hadn't served in Washington. Some Democrats took the bait, others didn't.",What happened to Democrats during Tuesday's Senate debates regarding their ties to President Obama?
418,"AG Barr Has No Plan To Appoint Special Counsel on Hunter Biden, Election Fraud",Reuters,center,"U.S. Attorney General William Barr has no plans to appoint special counsels to investigate President-elect Joe Biden’s son, Hunter Biden, or to investigate President Donald Trump’s unfounded claims of election fraud, he said on Monday.
Speaking to reporters two days before he plans to step down from his position as the nation’s top law enforcement official, Barr once again distanced himself from Trump’s claims, contrary to evidence, that his election defeat was the result of widespread fraud.
Barr, one of Trump’s staunchest supporters, said he saw “no basis” for the...",Does U.S. Attorney General William Barr plan to appoint special counsels to investigate Hunter Biden or President Donald Trump's claims of election fraud?
419,Kamala Harris Holds CNN Town Hall After Announcing 2020 Candidacy,The Hill,center,"Sen. Kamala Harris’s (D-Calif.) town hall Monday night on CNN got the network its highest ratings ever for such an event with an individual election candidate, according to the network.","What ratings record did Sen. Kamala Harris's town hall achieve on CNN, according to the network?"
420,Series of Opinions on Biden vs. Harris Debate,Forbes,center,"Joe Biden is getting flak for his stance on busing. But segregated schools aren’t the root cause of educational inequity, and integration alone isn’t enough to address it.
At the Democratic Presidential debate last week, Kamala Harris took on Joe Biden for his opposition to court-ordered busing. At the debate, Biden defended his position with what sounded like a reference to states’ rights, a phrase that has historically served as a cover for racism. In the past, though, he’s offered a different rationale—one that sounds strikingly similar to arguments advanced...",What was the context in which Kamala Harris took on Joe Biden for his opposition to court-ordered busing?
421,What Does a Republican Victory in South Texas Mean for Hispanic Voters in 2022?,The Hill,center,"Republicans are holding up Mayra Flores’s win in the special election for Texas’ 34th Congressional District Tuesday as the latest sign Hispanic voters are shifting toward the GOP and hoping her win is the first of many this year for Republicans running in heavily-Latino districts.
But the race also showed Republicans may need to make large investments to capture such seats, and the unusual nature of a low-turnout special election using district lines that will change in just a few months makes it difficult to say if the contest was a...",Who won the special election for Texas' 34th Congressional District on Tuesday?
422,Former Senate Majority Leader Harry Reid Dies at 82,Las Vegas Review-Journal,center,"The death of former U.S. Sen. Harry Reid prompted an outpouring of tributes locally and nationally late Tuesday afternoon.
Reid, a political titan and perhaps the most influential person to call the the Silver State home, died at age 82 after a long battle with pancreatic cancer.
President Joe Biden took to Twitter, calling Reid a dear friend and “a giant of our history.”",At what age did former U.S. Sen. Harry Reid die after a long battle with pancreatic cancer?
423,Cruz Wins Iowa,Wall Street Journal (News),center,"Marco Rubio finishes third, separating himself from the field. Texas Sen. Ted Cruz outmuscled businessman Donald Trump to win the first-in-the-nation Iowa caucuses on Monday, cementing his status as the leading alternative to the Republican front-runner. The results Monday set the stage for a series of high-stakes showdowns in the weeks ahead between Messrs. Cruz and Trump and Florida Sen. Marco Rubio, whose late surge was enough to break into the top tier.",Who won the first-in-the-nation Iowa caucuses on Monday?
424,Trump Criticizes Democratic Agenda in CPAC Speech,The Hill,center,"Former President Trump outlined steps for Republicans to take if they win back control of Congress in November during his speech Saturday at the Conservative Political Action Conference. 
Trump said the midterms need to be a “national referendum” on President Biden and Democratic control of Congress, and Republicans must ensure Democrats are dealt a “crippling” defeat. His speech at the convention in Dallas, Texas, concluded its third day. 
Trump pointed to candidates he backed in primaries like Tudor Dixon, the Republican nominee for governor of Michigan, and Kari Lake, who won the GOP...",What event was Former President Trump speaking at when he outlined steps for Republicans to take if they win back control of Congress?
425,Cruz Affair Scandal in Tabloids,Wall Street Journal (News),center,"The personal feud between Republican presidential contenders Ted Cruz and Donald Trump took a nasty turn Friday with an exchange about charges of marital infidelity and a new round of insults between the two candidates’ camps.
Mr. Cruz, the Texas senator, used an impromptu press conference in Wisc","What incident occurred between Ted Cruz and Donald Trump on Friday, according to the article?"
426,"Biden, OPEC, and the Ukraine War: Who's to Blame for Rising Energy Costs?",Karen E. Young,center,"U.S.-Saudi relations seem to be in a race to the bottom. Both countries are now directly involved in each other’s domestic politics, which has not been the case in most of the 80-year bilateral relationship. 
On Oct. 5, OPEC announced it would cut group oil production by two million barrels per day. The announcement was led by Saudi Arabia, but included informal OPEC+ members at the table, most notably Russia.  Last week, the Biden administration accused the Saudi government of aligning with Russia. The fallout continues to roil global energy...","What action did OPEC announce it would take on October 5, led by Saudi Arabia?"
427,"Yellen, Powell Testify to Congress on Economic Recovery",Reuters,center,"U.S. President Joe Biden's $1.9 trillion stimulus package in March contributed to stronger demand but is only a small factor in current higher rates of inflation, U.S. Treasury Secretary Janet Yellen told lawmakers on Wednesday.
Yellen told the House Financial Services Committee that the stimulus package clearly boosted demand but said it was not a ""fair assumption"" to say it overshot the need and fueled current spikes in inflation.
""It's certainly true that the American Rescue Plan put money in people's pockets ... and contributed to strong demand in the...",Did U.S. Treasury Secretary Janet Yellen attribute the current higher rates of inflation primarily to the $1.9 trillion stimulus package implemented by President Joe Biden in March?
428,Ted Cruz and Beto O’Rourke Trade Barbs In Testy Debate,Reuters,center,It was no more Mr. Nice Guy for Beto O’Rourke.,"What change occurred in Beto O'Rourke's behavior, according to the article?"
429,Trump Rolls Out 'Platinum Plan' for Black Communities,Forbes,center,"On Friday, President Trump unrolled what he refers to as a “platinum plan” for Black America, calling for increased investment in Black businesses and additional capital for Black entrepreneurs. The President also announced support for Juneteenth to be recognized as a national holiday.
But is Trump’s plan to little and too late to convince Black voters to support him?
The President’s speech at the “Black Voices for Trump” rally in Atlanta comes as part of a late push to gain more traction with Black voters. It was also notable for...","What did President Trump propose in his ""platinum plan"" for Black America?"
430,Democrat Conor Lamb Claims Victory in Pennsylvania,BBC News,center,A Democrat has declared victory after a cliffhanger Pennsylvania election for a congressional district that Donald Trump won by 20 points two years ago.,By what margin did Donald Trump win the congressional district two years ago?
431,GOP Senators Clash With Trump Over Tariffs On Mexico,BBC News,center,"In a closed meeting with White House officials, senators said they were considering moves to block the tariffs.
The president has said he plans to impose a 5% duty on all Mexican goods from next week.
Mr Trump, who is on a state visit to the UK, said Republicans would be ""foolish"" to try and stop him.
Under the president's proposals, the tariffs would rise by 5% every month, reaching 25% in October if Mexico did not act to halt migrants coming across the southern border.
""There is not much...",What percentage duty does the president plan to impose on all Mexican goods starting next week?
432,Senate Republicans Block John Lewis Voting Rights Act Proposed By Democrats,Reuters,center,"U.S. Senate Democrats on Wednesday failed to advance voting-rights legislation for the fourth time this year due to overwhelming Republican opposition, raising potential ramifications for the 2022 congressional and 2024 presidential elections.
The Senate voted 50-49 in favor of starting debate on the ""John Lewis Voting Rights Advancement Act"" but fell short of the 60 votes needed under a procedural blocking maneuver known as a filibuster. Named for the late civil rights activist and congressman, the legislation would restore state voting requirements to prohibit racial discrimination that were struck down...","How many votes were needed to start debate on the ""John Lewis Voting Rights Advancement Act"" under the Senate's filibuster procedure?"
433,Biden Backs Filibuster Reform in Voting Rights Speech,The Hill,center,"President Biden on Tuesday gave his full-throated endorsement for changing Senate rules to allow federal voting rights legislation to pass via a simple majority instead of a 60-vote threshold.
Biden has in the past expressed an openness to tweaking Senate rules, such as reinstating the talking filibuster. But in Tuesday’s remarks, he made clear he supports changing the rules “whichever way they need to be changed to prevent a minority of senators from blocking action on voting rights,"" setting the stage for a high stakes fight in the Senate.
“Sadly, the...",What type of majority does President Biden want to allow federal voting rights legislation to pass with in the Senate?
434,Analysis: Bernie Sanders and Medicare for All,Reuters,center,"Multiple posts on social media make the claim that 2020 presidential candidate Bernie Sanders is proposing a 52% tax rate on incomes above $29,000 a year. Examples of the claim appear on Facebook here , Instagram here , Twitter here , and Reddit here .
The posts give a breakdown of the potential impacts of this extreme tax-hike alongside one of Sanders’ signature proposals: the increase of the federal minimum wage to $15 an hour (see here) . Some of the posts claim that Sanders said he proposed a 52%...","What tax rate is Bernie Sanders claimed to be proposing for incomes above $29,000 a year, according to social media posts?"
435,Trump Played Key Role in Payments Made to Stormy Daniels and Karen McDougal,Wall Street Journal (News),center,"As a presidential candidate in August 2015, Donald Trump huddled with a longtime friend, media executive David Pecker, in his cluttered 26th floor Trump Tower office and made a request.",Where did Donald Trump meet with David Pecker in August 2015?
436,Trump Denies He Directed Michael Cohen To Break The Law,Reuters,center,"President Donald Trump on Thursday said he never told his private lawyer Michael Cohen to break the law and denied any ties to his crimes, a day after Cohen was sentenced to prison for financial crimes that included hush money payments to women ahead of the 2016 presidential election.","What crimes was Michael Cohen sentenced to prison for, according to the article?"
437,House Passes Gun Bills Despite Likelihood of Failure in Senate,The Hill,center,"The House passed a bill on Thursday to nationalize red flag laws, which seek to keep guns away from individuals deemed a threat to themselves and others.
The legislation, dubbed the Federal Extreme Risk Protection Order, passed in a 224-202 vote. Two Republicans did not vote.
Five Republicans — Reps. Fred Upton (Mich.), Adam Kinzinger (Ill.), Anthony Gonzalez (Ohio), Brian Fitzpatrick (Pa.) and Chris Jacobs (N.Y.) — bucked the GOP in voting for the measure, and Democratic Rep. Jared Golden (Maine) broke from the party in opposing the bill.",How many votes did the Federal Extreme Risk Protection Order receive when it passed in the House?
438,William Weld Announces GOP Challenge To President Trump,BBC News,center,"US President Donald Trump is facing a longshot challenge from within his own party ahead of next year's White House election.
Former Massachusetts Governor Bill Weld has become the first Republican to challenge Mr Trump in 2020.
Mr Weld, 73, has released a campaign video contrasting his style with the current president's.
But he faces an uphill battle to take over a Republican party that has been refashioned in Mr Trump's image.
Mr Weld was governor of Massachusetts from 1991-97 after serving in the justice department under President Ronald Reagan....",Who is the first Republican to challenge Donald Trump in the 2020 White House election?
439,Manchin Says He Won't Support Biden's Spending Bill,The Hill,center,"Sen. Joe Manchin (W.Va.) stunned fellow Democrats on Sunday by announcing he would not vote for President Biden’s ambitious climate and social spending bill, which his allies saw as the crowning legislative achievement of his first term.
Biden’s plans to address global warming and wealth inequality will now have to be substantially reworked if they are to become law, with many of his policy proposals potentially shelved in order to get Manchin’s vote.
Manchin’s warning Sunday that the Build Back Better bill would fuel inflation and risk American energy independence means that Democrats...",What is Sen. Joe Manchin's stated intention regarding his vote on President Biden's climate and social spending bill?
440,"Man Yells 'White Power' in Video Retweeted, Then Deleted, by Trump",The Hill,center,"White House press secretary Kayleigh McEnany on Monday defended President Trump's retweet a day earlier in which the president shared a video of a man in Florida shouting ""white power,"" saying he did so to stand up for his supporters.
""The president did not hear that phrase in that portion of the video, and when it was signaled to him that this was in there he took that tweet down,"" McEnany told ""Fox & Friends.""
""But he made very clear to me that he stands with the people of The...","What action did President Trump take after being informed that a video he retweeted contained the phrase ""white power""?"
441,Cindy Hyde-Smith Wins Mississippi Senate Runoff,The Hill,center,"Senator Cindy Hyde-Smith (R) won Mississippi's Senate runoff, fending off a stronger-than-expected challenge from Democrats after she stumbled with a series of missteps that brought race to the forefront of the campaign.",Who won Mississippi's Senate runoff election?
442,Missouri Senate Race,Wall Street Journal (News),center,"To beat Democratic Senator Claire McCaskill in November, Todd Akin will have to appeal to a broader base...",Who is running against Democratic Senator Claire McCaskill in November?
443,"Shutdown Set to Become Longest in History as House Votes to Reopen Interior Department, EPA",Roll Call,center,"The House voted 240-179 on Friday to pass a fiscal 2019 Interior-Environment spending bill, the latest in a series of standalone appropriations measures the chamber has sent this week to a",What was the vote result in the House for the fiscal 2019 Interior-Environment spending bill?
444,Election Tech CEO Charged With Stealing Data About Poll Workers,Newsweek,center,"The founder and CEO of an elections technology company targeted by election deniers was arrested Tuesday on suspicion of stealing poll worker data.
Eugene Yu, 51, of Konnech Corporation, was arrested in Meridian Township in Michigan on Tuesday and held on suspicion of theft of personal identifying information, Los Angeles County district attorney George Gascón said in a statement.
The district attorney's office is seeking his extradition to California.
Computer hard drives and other ""digital evidence"" were seized by investigators from the LA County district attorney's office.",What charges is Eugene Yu being held on in connection with his arrest?
445,Senate Blocks Trump's Emergency Declaration,Wall Street Journal (News),center,"A dozen Senate Republicans joined Democrats on Thursday to reject President Trump’s emergency declaration at the southern border, rebuking the president on his signature policy issue after he pushed to use funds that weren’t appropriated by Congress.",How many Senate Republicans voted to reject President Trump's emergency declaration at the southern border?
446,"Nevada Prepares for Caucuses, the Third 2020 Primary",FiveThirtyEight,center,"The results in Nevada will likely have a meaningful effect on the overall race for the Democratic presidential nomination. Coming into Saturday, Sen. Bernie Sanders is a strong favorite to win Nevada — FiveThirtyEight’s forecast gives him about a 6 in 7 chance of finishing first there. But how much he wins by — or whether he wins at all — will also affect what the race looks like coming out of the Silver State. Although Sanders is favored, there’s still a chance that someone else wins Nevada — not...",What chance does FiveThirtyEight's forecast give to Sen. Bernie Sanders of finishing first in Nevada?
447,"Republican Nominee for Florida Governor Draws Criticism After Urging Voters Not to ""Monkey This Up"" By Voting for Opponent, Who Is Black",Reuters,center,"Florida’s marquee governor’s race heated up on Wednesday, when the Trump-backed Republican candidate said the state should not “monkey this up” by electing his opponent, Democrat Andrew Gillum, who is African-American, in November.","What did the Trump-backed Republican candidate say about electing his opponent, Democrat Andrew Gillum, in November?"
448,Barack Obama Criticizes Trump at the Democratic National Convention,Reuters,center,"Former U.S. President Barack Obama on Wednesday assailed his successor, Donald Trump, as deeply unfit for the office he occupies and argued that voting for his former No. 2, Joe Biden, was necessary to ensure the survival of American democracy.
“He’s shown no interest in putting in the work; no interest in finding common ground; no interest in using the awesome power of his office to help anyone but himself and his friends; no interest in treating the presidency as anything but one more reality show that he can use...",What did Barack Obama say about Donald Trump's behavior in office during his statement on Wednesday?
449,New York Primary Day,Reuters,center,Republican presidential candidate Donald Trump shook up his campaign staff as he looked beyond an expected primary victory on Tuesday in his home state of New York to the delegate battle that will determine the party's nominee for November's election.,"In which state is Donald Trump expected to achieve a primary victory on Tuesday, according to the article?"
450,New York Jews Vote,Wall Street Journal (News),center,"Republicans Ted Cruz and John Kasich visit Orthodox Brooklyn neighborhoods; Bernie Sanders faces criticism over remarks on Israel. It was a sight that even those anticipating a competitive New York presidential primary on Tuesday hadn’t expected to witness: Republican candidate Ted Cruz in the Brighton Beach section of Brooklyn belting out “Dayenu,” the traditional Passover Seder song.
With New York’s many delegates in play this year, candidates from both parties have sought to court Jewish voters, a population known for its high turnout. New York contains the largest concentration of...",What event did Ted Cruz participate in while visiting the Brighton Beach section of Brooklyn?
451,CNN Hosts Final Town Hall Before New Hampshire Primary,The Hill,center,"CNN announced Friday it will host eight Democratic presidential town halls over a two-night period from New Hampshire ahead of the party's first primary slated for Feb. 11.
The network format has candidates appearing back-to-back on Feb. 5 and 6. Questions will come from either a CNN moderator or the audience at Saint Anselm College. Moderators will be announced at a later date.
""The audience will be comprised of invited New Hampshire Democrats and independents who say they will vote in the Democratic primary, as well as Saint...",When will CNN host its eight Democratic presidential town halls from New Hampshire?
