article_id,title,source,bias_rating,text,generated_question,question_gen_model
1410,Stacey Abrams Apologizes for Maskless Photo,Forbes,center,"Stacey Abrams apologized Tuesday for appearing maskless in several photos last week at a Georgia elementary school in violation of local mask mandates, two days after the Democratic candidate in Georgia’s governor race dismissed the Republican-led firestorm about the images as a “false political attack.”
During a Tuesday night appearance on CNN, Abrams said she was sorry for not wearing a mask in pictures that went viral over the weekend where she posed with masked students and children at a Decatur, Georgia school, breaking the city’s indoor mask mandate. 
Abrams called the maskless photos...",What did Stacey Abrams apologize for regarding her appearance at a Georgia elementary school?,gpt-4o-mini
1411,Americans Ponder More Stimulus Checks as Negotiations Stall,CNBC,center,"When it comes to a second round of $1,200 stimulus checks, there’s good news and bad news.
The good news: Both political parties have said they want to send Americans more direct payments.
The bad news: Congress needs to agree on the next coronavirus stimulus package in order for that money to come through.
Talks between top Democrats and the White House broke down because they could not come to a compromise on how much to spend on that legislation. Democrats have proposed more than $3 trillion in aid, while...",What is the current status of discussions between Democrats and the White House regarding a second round of stimulus checks?,gpt-4o-mini
1412,"Election Day 2022: Info About Voting, Races to Watch, and More",AllSides,center,"See what's on your ballot, find your polling place, confirm valid forms of ID, and get more need-to-know information for Election Day 2022.",What information can voters find regarding Election Day 2022?,gpt-4o-mini
1413,Scott Walker Endorses Ted Cruz,Chicago Tribune,center,"Wisconsin Gov. Scott Walker is endorsing Texas Sen. Ted Cruz in the Republican presidential race.
Walker announced his decision Tuesday on Milwaukee conservative talk radio, saying ""it's time we elect a strong new leader. I've chosen to endorse Ted Cruz.""",What decision did Wisconsin Gov. Scott Walker announce regarding the Republican presidential race?,gpt-4o-mini
1414,Trump Backs Out of Debate,Guest Writer,center,"When Hillary Clinton was subjected to nearly 11 hours of intense cross-examination by Republican members of Congress during October's Benghazi committee hearing, she took the grilling. The members of that Republican-controlled committee did their best to be as ""unfair"" as possible and Clinton knew that going in.
What a contrast to Donald Trump, who said Tuesday he would bail on the Fox News-hosted GOP debate scheduled for Thursday because he feared that moderator Megyn Kelly wouldn't treat him fairly.",What did Donald Trump say about the Fox News-hosted GOP debate scheduled for Thursday?,gpt-4o-mini
1415,How Ballot Measures on Key Issues Fared Nationwide in the 2022 Elections,The Hill,center,"Voters in California, Vermont and Michigan on Tuesday approved ballot measures enshrining abortion rights into their state constitutions, while those in the traditionally red states of Montana and Kentucky rejected measures that would have restricted access to reproductive care.
The votes signal support for abortion rights after the Supreme Court in June overturned the landmark 1973 case Roe v. Wade and the constitutional right to the procedure.
In August, Kansas voters also rejected a ballot measure that would have given the state legislature the authority to restrict abortion access through a state...",Which states approved ballot measures enshrining abortion rights into their state constitutions on Tuesday?,gpt-4o-mini
1416,Trump Says He Might Accept Opposition Research From Foreign Countries,Wall Street Journal (News),center,"President Trump said Wednesday that his campaign might be willing to accept information from foreign governments that was damaging to his 2020 rivals, adding that he might not divulge such information to the FBI.
“It’s not an interference, they have information—I think I’d take it,” Mr. Trump said in an interview with ABC News. “If I thought there was something wrong, I’d go maybe to the FBI—if I thought there was something wrong.”
But Mr. Trump maintained that he believed there wasn’t anything wrong with listening.
“If somebody called from...",Did President Trump express a willingness to accept damaging information from foreign governments about his 2020 rivals?,gpt-4o-mini
1417,"How Trump, Biden are Comparing in Swing States",The Hill,center,"New polls show former Vice President Joe Biden running strong in states President Trump must win to secure a second term, but the race is close in Florida and tightening in Arizona, raising pressure on the Democratic nominee ahead of the first presidential debate.
Biden has several pathways to victory, with new surveys showing him neck and neck with Trump in traditionally red states, such as Texas and Georgia, and in states Trump won comfortably in 2016, like Iowa and Ohio.
The Democratic nominee continues to run up the score...",What do new polls indicate about Joe Biden's standing in key states for the upcoming presidential election?,gpt-4o-mini
1418,"Brazilian Elections Head to Runoff Between Bolsonaro, Lula",The Brazilian Report,center,"Former Brazilian President Luiz Inácio Lula da Silva, who governed Brazil between 2003 and 2010, came close to winning his old job back in an outright victory in the country’s presidential election on Sunday, as voters expressed their rejection of incumbent Jair Bolsonaro. However, the former president didn’t obtain quite the margin he had hoped.",What was the outcome of the presidential election for former Brazilian President Luiz Inácio Lula da Silva?,gpt-4o-mini
1419,Biden Pardons All Federal Offenses of Simple Marijuana Possession,Axios,center,"President Biden said Thursday he will pardon all prior federal offenses of simple marijuana possession and will call on governors to pardon simple state possession offenses.
Why it matters: It could amount to ""thousands"" of pardons, which would remove a burden that may have prevented some people from receiving employment, housing or educational opportunities, Biden said.
Biden said he will also ask Secretary of Health and Human Services Xavier Becerra to begin a review of how marijuana is scheduled as a drug under federal law.
What they're saying: ""As I’ve said before, no one should...",What action did President Biden announce regarding federal offenses of simple marijuana possession?,gpt-4o-mini
1420,Pelosi Asks Trump To Delay State Of The Union Address,The Hill,center,Speaker Nancy Pelosi (D-Calif.) asked President Trump on Wednesday to delay his State of the Union address set for Jan. 29 until after the government re-opens.,Did Speaker Nancy Pelosi ask President Trump to delay his State of the Union address scheduled for January 29?,gpt-4o-mini
1421,"Senate Approves New Trade Deal With Mexico, Canada",MarketWatch,center,"The U.S. Senate on Thursday overwhelmingly approved the U.S.-Mexico-Canada Agreement, sending the pact to President Donald Trump for signature just a day after he inked a high-profile trade deal with China.
Approved just as the chamber is preparing for Trump’s impeachment trial, senators voted 89 to 10 to pass the deal, which replaces the North American Free Trade Agreement. Trump has repeatedly slammed NAFTA, blaming the 26-year-old pact for sending American jobs abroad, and had threatened to pull the U.S. out of that three-way agreement absent any changes.",What was the Senate's vote count for the approval of the U.S.-Mexico-Canada Agreement?,gpt-4o-mini
1422,Details of Phase 4 Coronavirus Legislation up for Debate,CNBC,center,"House Speaker Nancy Pelosi on Friday called for another bill to expand the provisions in the $2 trillion package Congress passed last week to limit the economic devastation from the coronavirus pandemic.
“Right now, I think that we have a good model. It was bipartisan, it was signed by the president. But it’s not enough,” Pelosi told CNBC’s Jim Cramer after the government employment report showed the U.S. economy lost 701,000 jobs in early March as businesses started to shut down.
In the interview on “Squawk on the Street,”...",What did House Speaker Nancy Pelosi call for regarding the $2 trillion package passed by Congress?,gpt-4o-mini
1423,GOP Police Reform Bill Met With Opposition from Senate Democrats,The Hill,center,"Senate Minority Leader Charles Schumer (D-N.Y.) signaled on Tuesday that Democrats are prepared to block a GOP police reform bill.
Schumer, speaking from the Senate floor, sent his strongest warning yet that the Republican bill — spearheaded by Sen. Tim Scott (S.C.), the only Black GOP senator — will not advance and urged Senate Majority Leader Mitch McConnell (R-Ky.) to back down.",What did Senate Minority Leader Charles Schumer indicate regarding the GOP police reform bill?,gpt-4o-mini
1424,AG Barr Authorizes DOJ Probe Into Election Irregularities,Newsweek,center,"U.S. Attorney General William Barr has authorized the Department of Justice to investigate ""substantial allegations"" of voting irregularities in this year's presidential election despite little evidence of widespread voter fraud, according to a memo obtained by the Associated Press.
In the memo to U.S. attorneys, Barr said investigations ""may be conducted if there are clear and apparently-credible allegations of irregularities that, if true, could potentially impact the outcome of a federal election in an individual State.""",What has U.S. Attorney General William Barr authorized the Department of Justice to investigate regarding the presidential election?,gpt-4o-mini
1425,Does the GOP Need an Intervention?,The Hill,center,"There is a growing bipartisan feeling that something has gone wrong in America. We may have been heading toward it for a long time before the 2016 race and paid no attention. But now America is in crisis. It can be seen in the headlines of opinion writers this week in The Washington Post. From the right, Robert Kagan says, ""There is something very wrong with Donald Trump."" On the left, Eugene Robinson asks, ""Is Donald Trump just plain crazy?""",What do opinion writers in The Washington Post express about the current state of America and Donald Trump?,gpt-4o-mini
1426,Perspectives: Biden and Trump’s ‘Dueling’ Town Halls,The Hill,center,"President Trump and Democratic presidential nominee Joe Biden will compete for the attention of millions of Americans on Thursday night in dueling televised town halls, with Trump’s representing one of his few remaining opportunities to make his case to voters ahead of Election Day.
The competing town halls will be held in lieu of the second presidential debate, which was scrapped last week after Trump objected to plans — put in place over concerns about the coronavirus pandemic and the president’s personal battle with COVID-19 — to hold the event...",What event will President Trump and Joe Biden participate in on Thursday night?,gpt-4o-mini
1427,Sen. Josh Hawley to Object to Electoral College Certification,Axios,center,"Sen. Josh Hawley (R-Mo.) said in a statement Wednesday that he will object to the certification of President-elect Joe Biden's Electoral College victory during the joint session of Congress on Jan. 6, alleging that some states failed to follow their election laws and that Big Tech interfered on behalf of Biden.
Why it matters: Hawley is the first senator to say he will object to the certification, joining a group of House Republicans. Biden will still be certified the winner, but the move will force Senate Republicans to go on...",What did Sen. Josh Hawley announce regarding the certification of President-elect Joe Biden's Electoral College victory?,gpt-4o-mini
1428,"House, Senate Democrats Call for Investigation of Barr, Durham",The Hill,center,"Four House committee chairs are calling on the Justice Department watchdog to open an emergency investigation into whether Attorney General William Barr and other political appointees have improperly influenced the upcoming 2020 presidential election.
House Judiciary Committee Chairman Jerry Nadler (D-N.Y.), House Intelligence Committee Chairman Adam Schiff (D-Calif.), House Oversight and Reform Committee Chairwoman Carolyn Maloney (D-N.Y.) and House Administration Committee Chairwoman Zoe Lofgren (D-Calif.) on Friday called on Department of Justice (DOJ) Inspector General Michael Horowitz to probe whether Barr's public comments on ongoing investigations and other actions...",What are the House committee chairs requesting from the Justice Department's Inspector General regarding Attorney General William Barr?,gpt-4o-mini
1429,"New York Times Poll Compares Support for Trump, DeSantis in Potential 2024 Matchup",Florida Politics,center,"A new national poll offers more evidence that a significant portion of potential Republican voters in the 2024 Primary for President are ready to abandon former President Donald Trump.
The survey of 350 respondents who said they planned to vote in the 2024 Republican Primary, conducted by the New York Times and Siena College from July 5 through July 7, showed that 65% of potential Primary voters under the age of 35 and 64% of those with college educations are ready for a different Republican standard-bearer in 2024.
It also showed that Trump would struggle to...",What percentage of potential Republican voters under the age of 35 are ready for a different Republican candidate in the 2024 Primary?,gpt-4o-mini
1430,California Recall Election for Gov. Gavin Newsom Draws Near,Newsweek,center,"Several Hollywood figures are throwing their weight behind Gavin Newsom, as the California governor fights a recall election in the state.
Voters in the Golden State are now just two weeks away from the gubernatorial recall election that will determine whether the sitting governor will remain in office for the rest of his term or lose his seat to one of his many challengers.
All registered voters will receive a mail-in ballot ahead of the day on September 14 and a number of politically engaged celebrities are already using their platforms...",What is the date of the gubernatorial recall election in California?,gpt-4o-mini
1431,"""Virtual Tie"" for Hillary, Bernie",Wall Street Journal (News),center,"Battling for the Democratic presidential nomination, Hillary Clinton and Bernie Sanders were locked in a tight race for Iowa’s delegates and the momentum that comes with a win in the nation’s first contest.
Mrs. Clinton maintained a narrow lead through much of the night, but with 93% of precincts reporting, her advantage was just 49.8% of the delegates versus 49.6",What percentage of the delegates did Hillary Clinton have compared to Bernie Sanders with 93% of precincts reporting in the Iowa contest?,gpt-4o-mini
1432,Senate Votes 52-48 to Block Biden's Vaccine Mandate for Private Businesses,The Hill,center,"The Senate on Wednesday voted to nix President Biden’s vaccine mandate for larger businesses, handing Republicans a symbolic win.
Senators voted 52-48 on the resolution, which needed a simple majority to be approved. Democratic Sens. Jon Tester (Mont.) and Joe Manchin (W.Va.) voted with Republicans, giving it enough support to be sent to the House. 
The resolution faces an uphill path in the House, where Republicans aren’t able to use a similar fast-track process to force a vote over the objections of Democratic leadership. Instead, Republicans are hoping to get the simple majority needed to force a...",What was the outcome of the Senate vote regarding President Biden's vaccine mandate for larger businesses?,gpt-4o-mini
1433,Final Debate Fact Check,FactCheck.org,center,"In the third and final Obama-Romney debate, the candidates again contradicted each other, while each offered incorrect or twisted factual claims.",What occurred during the third and final Obama-Romney debate?,gpt-4o-mini
1434,Biden to ‘Re-evaluate’ US-Saudi Relations After OPEC+ Oil Cuts,Axios,center,"President Biden will ""continue to re-evaluate"" the U.S.' relationship with Saudi Arabia after a group of international oil exporters and Russia decided to significantly cut oil production in response to falling fuel prices, National Security Council spokesperson John Kirby told CNN on Tuesday.
Driving the news: The White House warned last week that Biden may support legislation aimed at reducing OPEC’s control over energy prices, suggesting Biden is considering a new, escalatory approach with the Saudis, Axios' Alayna Treene and Hans Nichols report.
Kirby reiterated this warning Tuesday, stressing that Biden is ""willing""...",What did National Security Council spokesperson John Kirby say about President Biden's approach to the U.S. relationship with Saudi Arabia?,gpt-4o-mini
1435,Swing State Polls,The Hill,center,"The final sprint toward Election Day has begun, and Donald Trump is reeling in Hillary Clinton’s lead.",What is the current status of Donald Trump's standing in relation to Hillary Clinton as Election Day approaches?,gpt-4o-mini
1436,Trump Claims Voter Fraud,Chicago Tribune,center,"President-elect Donald Trump is a narrative arsonist, a firebug who puts tweets to tinder and ignites flaming controversies that lure our eyes from things he doesn't want us to see.",What is the characterization of President-elect Donald Trump in the article?,gpt-4o-mini
1437,4 Senators Sold Off Stock Ahead of Coronavirus Threat,The Hill,center,"Four senators sold stocks shortly after a January Senate briefing on the novel coronavirus outbreak, unloading shares that plummeted in value a month later as the stock market crashed in the face of a global pandemic.
According to financial disclosures, Sens. Kelly Loeffler (R-Ga.), Jim Inhofe (R-Okla.), Dianne Feinstein (D-Calif.) and Richard Burr (R-N.C.) each sold hundreds of thousands of dollars in stocks within days of the Senate holding a classified briefing on Jan. 24 with administration officials on the threat of the coronavirus outbreak.
The sales raise questions about...",Which four senators sold stocks shortly after a January Senate briefing on the novel coronavirus outbreak?,gpt-4o-mini
1438,Capitol Secure After Trump Supporters Breach Building; Pelosi Says Vote Count Will Proceed Wednesday Night,Reuters,center,"House Speaker Nancy Pelosi said on Wednesday that lawmakers would resume the count of electoral votes to confirm the November election result once the U.S. Capitol is cleared after pro-Trump rioters breached the building.
She said that decision was made after consultations with fellow congressional leaders and calls to the Pentagon, Justice Department and Vice President Mike Pence.",What did House Speaker Nancy Pelosi announce regarding the count of electoral votes after the U.S. Capitol was breached?,gpt-4o-mini
1439,California and New Jersey Primary Election Results,The Hill,center,"Voters in seven states cast their ballots Tuesday in what amounts to the most significant primary election of the 2018 season, a Super Tuesday for partisans battling for control of Congress.",What event took place on Tuesday involving voters in seven states during the 2018 primary election season?,gpt-4o-mini
1440,Barr Testifies Before Congress Amid Reports Of Tensions With Mueller,Reuters,center,"Attorney General William Barr on Wednesday defended his handling of special counsel Robert Mueller’s report at a tense Senate hearing, explaining in detail his contacts with Mueller, who had objected to his description of the report's findings on obstruction.
In sworn testimony before the Senate Judiciary Committee, Barr said he wanted to release the report’s bottom-line conclusions as quickly as possible because the public was in a “high state of agitation” over the results of Mueller’s investigation into Russian election interference and potential coordination between President Trump’s campaign and Moscow....",What did Attorney General William Barr explain during his testimony before the Senate Judiciary Committee regarding his handling of special counsel Robert Mueller's report?,gpt-4o-mini
1441,"Amid Feud With DeSantis, Many Republicans Turn on Trump",The Hill,center,"Online betting markets now give Florida Gov. Ron DeSantis (R) the edge to win the White House in 2024, overtaking former President Trump in the wake of Tuesday’s midterm elections.
DeSantis’s odds in the 2024 presidential race jumped to 28 percent on Wednesday, while Trump’s dropped to 18.4 percent, according to Election Betting Odds, a tracking website run by conservative pundit John Stossel and his executive producer Maxim Lott that looked at the odds offered by multiple other forums.",What are the updated betting odds for Florida Gov. Ron DeSantis and former President Trump in the 2024 presidential race following the midterm elections?,gpt-4o-mini
1442,Russian Election Hacking,The Hill,center,"Former President Barack Obama's top intelligence official at the Pentagon said Saturday that the Russian interference in the 2016 elections was ""the political equivalent of 9/11.""",What did Barack Obama's top intelligence official at the Pentagon say about Russian interference in the 2016 elections?,gpt-4o-mini
1443,"Eric Greitens 'RINO Hunting' Ad: Call for Violence, or Harmless Metaphor?",NewsNation,center,"A SWAT team barges into a home. Music intensifies as weapons are drawn. A man carrying a gun emerges from the light to look directly into the camera and says, “Join the MAGA crew. Get a RINO hunting permit. There’s no bagging limit, no tagging limit and it doesn’t expire until we save our country.”
It’s a scene from a campaign video for the frontrunner for U.S. Senate in Missouri, Republican candidate Eric Greitens.
The disgraced ex-governor left office in a scandal and now he’s likely to win a Senate...",What is the main focus of the campaign video released by Republican candidate Eric Greitens for the U.S. Senate in Missouri?,gpt-4o-mini
1444,"White House Legal Team Decries Alleged Election Fraud, Projects Trump as Winner",The Hill,center,"The Trump campaign’s effort to change the outcome of the presidential election increasingly is moving from a legal setting to the court of public opinion, where the campaign continues to sow doubt about the contest's integrity and hopes to win over public officials with a role in certifying the results.
The shift in focus coincides with the appointment of Rudy Giuliani to head the campaign’s legal effort. The former New York mayor's strategy reportedly entails a longshot bid to pressure Republican lawmakers in key battleground states to approve pro-Trump electors...",What strategy is Rudy Giuliani reportedly using to influence the outcome of the presidential election?,gpt-4o-mini
1445,Trump Nominates Amy Coney Barrett to Supreme Court,The Hill,center,"President Trump on Saturday officially nominated Judge Amy Coney Barrett to fill the late Justice Ruth Bader Ginsburg’s seat on the Supreme Court, revealing his choice at a Rose Garden ceremony and kicking off a sprint to get the conservative judge confirmed before Election Day.
It was widely reported on Friday night that Barrett was Trump's choice for the vacancy, taking some of the drama out of the president's formal announcement. Now the focus shifts to a looming confirmation fight that is expected to conclude with Barrett becoming the youngest...",Who did President Trump nominate to fill the late Justice Ruth Bader Ginsburg's seat on the Supreme Court?,gpt-4o-mini
1446,Andrew Yang Joins CNN as Contributor,Reuters,center,"(Reuters) - Former Democratic presidential contender Andrew Yang is joining CNN as a political commentator, the cable network said on Wednesday.
Yang, an entrepreneur who mounted a surprisingly robust White House bid despite having no political experience, ended his campaign last week on the night of the New Hampshire primary election after finishing a disappointing eighth.
Yang will appear on the network on Wednesday to offer analysis of that evening’s Democratic debate, a spokeswoman for CNN confirmed. Six of the eight remaining Democratic candidates have qualified for the debate, which...",What role is Andrew Yang taking on at CNN?,gpt-4o-mini
1447,How Would Overturning Roe v Wade Impact the 2022 Elections?,FiveThirtyEight,center,"Welcome to FiveThirtyEight’s politics chat. The transcript below has been lightly edited.
sarah (Sarah Frostenson, politics editor): It’s possible that Roe v. Wade, the landmark 1973 decision that established the constitutional right to abortion, is about to be overturned.
Late on Monday, Politico published a draft Supreme Court opinion that indicates a majority of the court’s conservative justices are ready to overturn Roe. There’s still a lot we don’t know at this point, including whether this opinion has changed — the draft Politico obtained is dated Feb. 10, and Supreme Court opinions often involve...",What does a draft Supreme Court opinion published by Politico indicate about Roe v. Wade?,gpt-4o-mini
1448,Supreme Court Reviews Campaign Finance,Chicago Tribune,center,"The Supreme Court heard arguments Tuesday on whether to give wealthy Americans even more clout in Congress by lifting the legal limit on how much they can give to candidates and their parties, with the outcome seeming likely to depend on Chief Justice John G. Roberts Jr.",What legal limit is the Supreme Court considering lifting regarding contributions to candidates and their parties?,gpt-4o-mini
1449,House Democrats Concerned USPS Changes Will Affect Mail-In Voting,The Hill,center,"House Oversight and Reform Committee Chairwoman Carolyn Maloney (D-N.Y.) on Wednesday introduced legislation that would block the U.S. Postal Service (USPS) from implementing a series of changes amid the coronavirus pandemic.
The Delivering for America Act would prevent USPS from instituting shifts to its operations or to the level of service that was in place at the beginning of 2020.
The bill comes as Maloney and other Democrats increasingly speak out against the decisions made at USPS during a year in which the presidential election will rely more heavily...",What legislation did House Oversight and Reform Committee Chairwoman Carolyn Maloney introduce regarding the U.S. Postal Service?,gpt-4o-mini
1450,Senate Majority Leader Mitch McConnell Defends The Filibuster,The Hill,center,"Senate Majority Leader Mitch McConnell (R-Ky.) is pushing back against the emerging push to abolish the filibuster, saying that Democrats should consider retooling their ""half-baked proposals"" if they're frustrated by long-standing Senate tradition.
""A Democratic assault on the legislative filibuster would make the nomination fights look like child’s play,"" McConnell wrote in a New York Times op-ed published Thursday about the rule that requires 60 votes for the Senate to end debate on a bill.
""That’s because systematically filibustering nominees was not an old tradition but a modern...",What is Senate Majority Leader Mitch McConnell's position on the proposal to abolish the filibuster?,gpt-4o-mini
1451,Preview of Thursday's 2020 Presidential Debate,FiveThirtyEight,center,"Respondents are very sure of who they plan to vote for: 45 percent of respondents said they are “absolutely certain” to vote for Biden and 32 percent said the same of Trump. Very few are torn — just 2 percent said they were split 50-50 between Biden and Trump.
However, despite Biden’s commanding lead in the polls and among the respondents in our survey, many remain skeptical that he can win the presidency. Overall, 37 percent of respondents said either Trump or Biden was “absolutely certain” to win, while 16...","What percentage of respondents said they are ""absolutely certain"" to vote for Biden?",gpt-4o-mini
1452,Alabama Senate Race Nears an Explosive End,The Hill,center,"Republican Roy Moore and Democrat Doug Jones made their closing arguments to voters on Monday, a day before one of the most anticipated special elections in U.S. history.",What were the names of the candidates making closing arguments to voters before the special election?,gpt-4o-mini
1453,Sanders vs. Clinton,Christian Science Monitor,center,There’s a Democratic debate tonight in New York and it promises to be perhaps the definitive clash between Hillary Clinton and Bernie Sanders of the entire 2016 campaign.,What event is taking place tonight in New York involving Hillary Clinton and Bernie Sanders?,gpt-4o-mini
1454,VP Debate Performance,RealClearPolitics,center,The Donald Trump campaign is setting a high bar for the Republican nominee’s next debate performance.,What standard is the Donald Trump campaign setting for the Republican nominee's next debate performance?,gpt-4o-mini
1455,Bipartisan Group of House Members Closes in on Next Round of Coronavirus Stimulus,Reuters,center,"U.S. Democrats and Republicans were near agreement on Monday for extra money to help small businesses hurt by the coronavirus pandemic, a top Republican lawmaker said, but he accused Democrats of holding up a deal.
“We could have been done yesterday, but the Democrats continue to hold up, even though we had agreed to all the numbers,” Representative Kevin McCarthy, House minority leader, told Fox News.
President Donald Trump said on Sunday that Republicans were “close” to an agreement with Democrats, who have the majority int he House, and suggested...",What did Representative Kevin McCarthy accuse Democrats of doing regarding the agreement for extra money to help small businesses?,gpt-4o-mini
1456,How Do We Know if We’re in a Recession?,CNBC,center,"Everyone who cares knows that recessions happen when there are two consecutive quarters of negative growth — everyone, that is, except for the people who actually decide when the economy is in recession.
For those folks, at the National Bureau of Economic Research, the definition of recession is much squishier.
Officially, the NBER defines recession as “a significant decline in economic activity that is spread across the economy and lasts more than a few months.” The bureau’s economists, in fact, profess not even to utilize gross domestic product, the broadest measure of...",What is the National Bureau of Economic Research's definition of a recession?,gpt-4o-mini
1457,Senate GOP Works to Unify Around Coronavirus Aid Plan,Christian Science Monitor,center,"Both parties say it’s urgent for the federal government to continue propping up businesses and average Americans with a new relief bill. But rifts over the size of the package – and which elements are most critical – remain.
As the economy approaches a daunting cliff of expiring coronavirus relief programs, House Democrats have already responded by passing an economic rescue bill that’s even bigger than the first.
Republicans are exhibiting a very different mindset – espousing the view that, despite the urgency of the moment, it’s better not...",What are the differing views of House Democrats and Republicans regarding the new relief bill for businesses and Americans?,gpt-4o-mini
1458,Voting-Machine Company Sues Fox News For Defamation Over Election Claims,Wall Street Journal (News),center,"Voting-machine company Smartmatic USA Corp. sued Fox Corp.’s Fox News, seeking $2.7 billion in damages for what it alleges were defamatory on-air comments about the company’s products in the aftermath of the presidential election.
The suit, filed Thursday in a New York court, focuses on a series of statements made about Smartmatic on Fox News by lawyers who supported former President Donald Trump’s claims that the election was rigged, including Rudy Giuliani and Sidney Powell. The lawsuit also mentions remarks made about Smartmatic by Fox News Media anchors including Lou...",What amount is Smartmatic USA Corp. seeking in damages from Fox News in their lawsuit?,gpt-4o-mini
1459,House Speaker Nancy Pelosi May Delay Senate Impeachment Trial,Wall Street Journal (News),center,"Pelosi weighs delaying delivery of articles of impeachment to Senate until Republicans set trial rules she considers fair.
The morning after the House voted along party lines to impeach President Trump, it was uncertain when and under what procedures the Senate would conduct his trial.
The House on Wednesday approved abuse-of-power and obstruction-of-Congress articles against Mr. Trump in the wake of his pressing Ukraine to investigate former Vice President Joe Biden, a leading 2020 Democratic presidential candidate. Nearly all Democrats, led by House Speaker Nancy Pelosi (D., Calif.), supported the...",What articles of impeachment did the House approve against President Trump?,gpt-4o-mini
1460,Picking a Third Party Candidate,CNBC,center,"A group of dissident Republicans refusing to support Donald Trump have courted a diverse slate of potential candidates to mount a potential third party bid against the putative nominee, The Washington Post reported on Saturday—a group that includes another outspoken billionaire.",What group of individuals is seeking to mount a potential third party bid against Donald Trump?,gpt-4o-mini
1461,Recapping Tuesday's Primaries in New Hampshire,The Hill,center,"New Hampshire state Senate President Chuck Morse (R), an establishment favorite, early Wednesday conceded defeat to retired Army Gen. Don Bolduc, who has espoused former President Trump’s false 2020 election claims, in the state’s Republican primary to face incumbent Sen. Maggie Hassan (D) in November.
The Associated Press has not yet called the race for Bolduc, but he leads Morse by 1 percentage point with more than 80 percent of the vote reported. 
Morse tweeted early in the morning that he called Bolduc to congratulate him and said that the focus needs to...",Who won the New Hampshire Republican primary between Chuck Morse and Don Bolduc?,gpt-4o-mini
1462,What To Watch For At The Hofstra Debate,The Hill,center,Here are five things to watch for in the heavyweight clash that will set the course for the final 42 days of the election.,What are the five things to watch for in the upcoming heavyweight clash related to the election?,gpt-4o-mini
1463,Romney Convention,Wall Street Journal (News),center,"Romney arrives in Tampa next week to accept the GOP presidential nomination. He's also expected to greet a more exclusive group: 1,500 top fundraisers who've helped give the Republican a financial edge over Obama.",What event is Romney arriving in Tampa next week to participate in?,gpt-4o-mini
1464,Perspectives: Trump Opposes Democrat Proposals for More USPS Funding,The Hill,center,"Presumptive Democratic presidential nominee Joe Biden's campaign on Thursday ripped President Trump's opposition to funding for the U.S. Postal Service, calling it ""an assault on our democracy.""
The Biden campaign seized on comments Trump made to Fox Business Network, where he signaled that he was against approving funding for the Postal Service that Democrats have pushed as part of coronavirus legislation because it would strengthen access to mail-in ballots.
""The President of the United States is sabotaging a basic service that hundreds of millions of people rely upon, cutting a...",What did Joe Biden's campaign say about President Trump's opposition to funding for the U.S. Postal Service?,gpt-4o-mini
1465,"Health Bill Dies, Repeal Vote Planned",Wall Street Journal (News),center,Majority leader says ‘it is now apparent’ Republican effort to repeal and replace Obamacare won’t be successful,What did the majority leader say about the Republican effort to repeal and replace Obamacare?,gpt-4o-mini
1466,Republicans Draw 'Red Line' On Tax Hikes In Bipartisan White House Meeting,Reuters,center,"U.S. President Joe Biden said on Wednesday he sees room for a compromise on his proposal for trillions of dollars in infrastructure spending after meeting with Republican leaders but will move forward without the opposition party if necessary.
In their first White House meeting since Biden, a Democrat, took office in January, Senate Republican leader Mitch McConnell and House of Representatives Republican leader Kevin McCarthy signaled a willingness to work with the president on infrastructure but drew the line at tax increases.",What did President Joe Biden express regarding his infrastructure spending proposal after meeting with Republican leaders?,gpt-4o-mini
1467,Senate To Hold Vote Despite Defections,Wall Street Journal (News),center,"Senate leaders will bring a repeal vote to floor, though defections suggest effort will fail",Will Senate leaders bring a repeal vote to the floor?,gpt-4o-mini
1468,Fact Checkers Combat Election Misinformation,Poynter,center,"Fact-checking organizations based in the United States debunked at least 10 claims and photos regarding the electoral process in two states on Election Day. An overview of this work shows that Florida and Pennsylvania were heavily targeted by disinformers on Nov. 3. But the consequences of these acts are yet to be determined.
A false photo caption claimed the photo showed an unidentified civilian removing an official ballot box from a polling location in Philadelphia on Election Day. The person in the photo is an election worker who was transporting...",What claims and photos regarding the electoral process were debunked by fact-checking organizations in Florida and Pennsylvania on Election Day?,gpt-4o-mini
1469,Senate Impeachment Trial to Start in Early February,BBC News,center,"The second impeachment trial of Donald Trump will begin next month after an agreement reached between Senate Democrats and Republicans.
House Democrats will send the impeachment article of ""inciting insurrection"" to the Senate on Monday.
Arguments will not begin until the week of 8 February, allowing Mr Trump's lawyers two weeks to build a defence.
Democrats accuse the ex-president of instigating the deadly 6 January riot at the US Capitol.
The House of Representatives last week charged Mr Trump with inciting the Capitol violence, paving the way for a Senate...",When will the second impeachment trial of Donald Trump begin?,gpt-4o-mini
1470,Biden Supports Senate Filibuster Exception to Codify Roe v Wade,Axios,center,"President Biden said Thursday he would support changing the Senate's filibuster rules for Congress to pass a federal law codifying Roe v. Wade.
Why it matters: With the current 60-vote threshold, Democrats have few legislative options to fight the end of the nationwide right to an abortion.
The big picture: Democrats have previously attempted and failed to pass legislation to protect abortion rights on the federal level, and while they have a 50-vote majority in the Senate, such a bill cannot pass unless they change filibuster rules.
Despite not meeting the 60-vote threshold, House Speaker Nancy Pelosi has...",What did President Biden express support for regarding the Senate's filibuster rules?,gpt-4o-mini
