Unnamed: 0,title,tags,heading,source,text,bias_rating
10843,Senate Parliamentarian Rules Minimum Wage Increase Ineligible for Budget Reconciliation,"['US Senate', 'US Congress', 'Budget Reconciliation', 'Coronavirus Stimulus', 'Minimum Wage', 'Politics']",Senate parliamentarian nixes minimum wage boost in aid package,Roll Call,"Senate Parliamentarian Elizabeth MacDonough has told senators that the federal minimum wage increase President Joe Biden and Democrats have been seeking would violate the chamber's rules for inclusion in a filibuster-proof pandemic relief reconciliation bill.
Two sources familiar with the discussions confirmed the ruling, which emerged after arguments from aides to both parties in closed-door meetings with MacDonough this week.
The decision dealt a blow to Democratic hopes of tacking the long-sought rise in the minimum wage onto the $1.9 trillion coronavirus relief package that's taking shape. While the provision...",center
15435,Rand Paul Pushes For Whistleblower Identity to be Revealed,"['US Congress', 'US Senate', 'US House', 'Rand Paul', 'Whistle Blower', 'Chief Justice John Roberts', 'Impeachment', 'Politics']",Rand Paul to 'insist' on whistleblower question blocked by John Roberts,The Hill,"Sen. Rand Paul (R-Ky.) on Thursday will try to force Supreme Court Chief Justice John Roberts to read out loud a question regarding the anonymous whistleblower at the center of the impeachment inquiry.
Paul’s strategy, outlined on Twitter by his spokesman, will escalate a standoff between the two men on the Senate floor after much behind-the-scenes haggling.
“Senator Paul will insist on his question being asked during today’s trial. Uncertain of what will occur on the Senate floor, but American people deserve to know how this all came about,” Sergio...",center
5016,White House Looks for ‘Legal Authority’ to Renew Eviction Ban After Congressional Extension Fails,"['Housing And Homelessness', 'Eviction Ban', 'Politics', 'White House', 'Joe Biden', 'US House', 'Nancy Pelosi', 'Democratic Party', 'US Congress', 'Supreme Court', 'CDC', 'Coronavirus']",CDC rebuffs Biden bid to reinstate COVID-19 eviction moratorium,Reuters,"The U.S. Centers for Disease Control and Prevention (CDC) has turned down President Joe Biden's request for a new scaled-down pandemic-related moratorium on residential evictions, citing a lack of legal authority to take the action, the White House said on Monday.
The previous moratorium, which protected millions of Americans behind on their rent from being tossed out of houses and apartments, expired at midnight on Saturday, with Congress failing to renew it as Biden had asked. House of Representatives Speaker Nancy Pelosi earlier on Monday pressed Biden to have his...",center
7296,"Positive COVID Test, Alleged Sexting Scandal Roil Important NC Senate Race","['North Carolina', 'Coronavirus', 'Sexual Misconduct', 'Elections', '2020 Congressional Elections', 'US Senate', 'Politics']",Scandal Upends Final Weeks of Pivotal North Carolina Senate Race,Wall Street Journal (News),"A personal scandal has reshaped the pivotal Senate contest in North Carolina, as Republicans ramp up their criticism of Democratic candidate Cal Cunningham and Democrats try to manage the fallout in a race that had been leaning his way.
Mr. Cunningham, who is married, apologized for the flirtatious and sexually suggestive text messages he exchanged with a public-relations strategist soon after they emerged last week.
The strategist, Arlene Guzman Todd, said this week in a statement to the Associated Press that her relationship with Mr. Cunningham “spanned several months and...",center
8952,Jan. 6 Hearing Focuses on Extremist Groups,"['Donald Trump', 'Politics', 'January 6 Committee', 'Capitol Chaos', 'Twitter', 'Pat Cipollone', 'Cassidy Hutchinson', 'Proud Boys', 'Oath Keepers', 'Militias', 'Sidney Powell', 'Campaign Rhetoric', 'Violence In America']",Jan. 6 Hearing Describes Heated Argument in White House Over Election Fraud Claims,Wall Street Journal (News),"The House committee investigating the Jan. 6, 2021, attack on the Capitol played testimony describing a heated argument in which former President Donald Trump’s White House lawyers rejected claims of election fraud by Trump personal lawyer Rudy Giuliani and other outside advisers.
The testimony came in the committee’s seventh hearing of the year, focusing on potential connections between Mr. Trump’s efforts to overturn the 2020 election and far-right groups allegedly at the center of the day’s violence.",center
5749,"Liz Cheney Says Trump is ""Poisoning our Democratic System""","['Politics', 'Liz Cheney', 'Donald Trump', '2020 Election', 'Capitol Chaos']",Trump ‘poisoning’ democracy with ‘big lie’ claim -key House Republican,Reuters,"The No. 3 Republican in the U.S. House of Representatives on Monday said former President Donald Trump was “poisoning our democratic system” with his persistent false claims that his November election defeat was the result of fraud.
U.S. Representative Liz Cheney, daughter of former Vice President Dick Cheney and a Trump critic, assailed him in a tweet, risking further raising the ire of the former president's allies in their Republican Party.
""The 2020 presidential election was not stolen. Anyone who claims it was is spreading THE BIG LIE, turning their...",center
7709,House Democrats Pass Police Spending Bills Despite Party Divisions,"['2022 Elections', 'Defund The Police', 'Police', 'Congress', 'Democratic Party', 'Progressives', 'House Democrats']",Crime Is Costing Democrats Millions,Axios,"Democrats are spending millions of dollars to fund the police after years of relentless attacks from Republicans claiming the party is soft on crime.
After months of negotiations within their caucus to reach a deal, House Democrats passed a four-bill criminal justice package Thursday worth millions of dollars to bolster the budgets of small local police departments around the country.
Together, the legislation would introduce millions in officer safety, de-escalation, and domestic violence response training; provide grants for small departments to recruit new officers alongside retention bonuses to keep existing...",center
20217,Infrastructure Bill Faces Procedural Vote,"['US Senate', 'Infrastructure', 'Filibuster', 'Chuck Schumer', 'Politics']",Infrastructure Vote Approaches Without Final Agreement in Place,Wall Street Journal (News),"The Senate barreled toward a pair of Wednesday deadlines for advancing much of President Biden’s multitrillion-dollar economic agenda, with lawmakers bracing for a procedural vote on a still-forming $1 trillion infrastructure plan to fail as bipartisan negotiations dragged on.
Senate Majority Leader Chuck Schumer (D., N.Y.) has set a vote for Wednesday to begin consideration of infrastructure legislation, a step that Republicans have said they would oppose absent more details on its contents and how it would be paid for.
Mr. Schumer is also pushing for all 50 members of the Democratic...",center
3973,"Documents Taken by Trump Contained Classified Information, National Archives Says","['Donald Trump', 'National Archives', 'House Oversight Committee', 'US House', 'US Congress', 'Mar-A-Lago', 'White House', 'Trump Administration', 'Transfer Of Power', 'Classified Information']",Archives confirms Trump records at Mar-a-Lago included classified documents,The Hill,"Presidential record keepers confirmed Friday that there were classified national security documents among the 15 boxes recently retrieved from Mar-a-Lago as former President Trump has been directed to release his communications to the Jan. 6 House committee.
The statement from the National Archives and Record Administration (NARA) comes as the House Oversight Committee last week launched a probe into Trump’s handling of presidential records — and it also confirms the agency has contacted the Justice Department.
“NARA has identified items marked as classified national security information within the boxes,” National Archivist David Ferriero...",center
8444,Trump's Tulsa Rally Turnout Lower Than Expected,"['Donald Trump', 'Elections', 'Race And Racism', 'Tulsa']","Tulsa Fire Department says Trump rally attendance was about 6,200",The Hill,"Fewer than 6,200 people attended President Trump's campaign rally at the BOK Center in Tulsa, Oklahoma, on Saturday night, well below the arena's capacity of roughly 19,000, according to the Tulsa Fire Department.
Andrew Little, the department's public information officer, told The Hill that a fire marshal recorded the tally at around 7:30 p.m., noting that the figure applied to scanned tickets from the event. The number did not account for members of the media, campaign staff and those in box suites.",center
16214,"Results from NV, SC","['Presidential Elections', 'Elections']","Donald Trump, Hillary Clinton Step Forward in Tumultuous Political Season",Wall Street Journal (News),"Regular order began returning for Democrats Saturday. Republicans still aren’t sure whether their version of regular order even exists any longer.
The one thing that was settled as voters spoke in two states—Democrats in Nevada and Republicans in South Carolina—is that the",center
20101,Immigration Debate Continues in the Senate,"['US Senate', 'Politics']",McConnell keeps firm grip on immigration debate,The Hill,"Senate Majority Leader Mitch McConnell (R-Ky.), who promised what was expected to be a free-for-all immigration debate, is keeping his hand firmly on the wheel.",center
12902,Messages from Clinton’s Book,"['Presidential Elections', 'Elections']",Five memorable moments from Hillary Clinton’s newest book,The Hill,"Hillary Clinton’s book on her 2016 election loss, “What Happened,” hits bookshelves on Tuesday. Here are five of the most memorable anecdotes shared by Clinton in her book.",center
16385,"Fox News, Newsmax Walk Back Election Fraud Claims After Facing Legal Action From Voting Machine Manufacturers","['Voting Rights And Voter Fraud', '2020 Election', 'Elections', 'Media Bias', 'Media Industry']","Fox News, Newsmax Walk Back Election Fraud Claims After Voting Machine Manufacturer Threatens Legal Action",Forbes,"Without explicitly addressing their prior coverage, Fox News and Newsmax both aired segments over the past few days walking back a subset of election fraud claims centering around voting machines manufacturer Smartmatic, which earlier this month delivered legal notices to a trio of conservative networks for promoting baseless conspiracy theories about the company.",center
9026,Lawmakers React to U.S. Killing of Iranian General,"['Congress', 'Donald Trump', 'Iran', 'Qasem Soleimani', 'Foreign Policy', 'Middle East']","Schumer: Trump failed to alert top House, Senate leaders on Iran attack",The Hill,"Senate Democratic Leader Charles Schumer (N.Y.) on Friday knocked President Trump over a military strike that killed a senior Iranian military official, saying Trump failed to alert top lawmakers in the House and Senate before the move, which has led to a dramatic escalation in tensions with Tehran.
Schumer said Trump did not alert the Gang of Eight — the top four leaders in Congress and the top four lawmakers on the Senate and House Intelligence committees — ahead of the strike. He said that the nation’s Founding Fathers gave...",center
4926,"Trump Expected to Issue Commutations, Pardons Before Term Ends","['Donald Trump', 'Pardons', 'Presidential Pardons']","Trump, in wave of Tuesday pardons, so far not planning to pardon himself: source",Reuters,"U.S. President Donald Trump at this point is opting not to issue a pardon for himself as he prepares an expansive list of more than 100 pardons and commutations for release on Tuesday, a source familiar with the effort said.
White House advisers have said Trump has privately debated with advisers whether to take the extraordinary step of issuing a pardon for himself but some administration officials have cautioned Trump against a self-pardon because it would make him look guilty.
Many scholars have said a self-pardon would be unconstitutional because...",center
10934,Several House Democrats Announce Retirement,"['US House', 'Politics', 'Democratic Party', '2022 Elections', 'US Congress', 'Joe Biden']",What A Flurry Of Democratic Departures Means For The 2022 House Race,FiveThirtyEight,"Just a few hours after we published this article, Democratic Rep. Alan Lowenthal of California announced his retirement from the House.
With Lowenthal’s retirement, 20 House Democrats have now announced they will not seek reelection in 2022, compared with 11 Republicans. Although California has not completed its redistricting process, Lowenthal represents a heavily Democratic district around Long Beach, so unless he ended up facing another incumbent Democrat, he likely wouldn’t have had much trouble winning reelection. But with Republicans favored to take back the House next year, Lowenthal might have decided...",center
13170,Sussmann Acquitted of Lying to FBI in First Durham Probe Trial,"['Justice', 'FBI', 'Justice Department', 'John Durham', 'Michael Sussmann', 'Hillary Clinton', 'Donald Trump', 'Russia', '2016 Election', 'Mueller Investigation', 'James Baker']",U.S. jury finds ex-Clinton campaign lawyer not guilty of lying to FBI,Reuters,A jury in Washington on Tuesday found a former attorney for Hillary Clinton's U.S. presidential campaign not guilty of lying to the FBI when he met with the bureau in September 2016 to share a tip about possible communications between Donald Trump's business and a Russian bank.,center
16591,Payments To PACs Established By Ocasio-Cortez Aide Come Under Scrutiny,"['Alexandria Ocasio-Cortez', 'Campaign Finance', 'Elections']",Conservative group alleges PACs established by Ocasio-Cortez aide failed to disclose spending,The Hill,"Representative Alexandria Ocasio-Cortez's (D-N.Y.) office is under scrutiny after a complaint filed with the Federal Election Committee (FEC) alleged groups with ties to her chief of staff failed to properly disclose payments.
The freshman congresswoman denied to Fox News on Tuesday that any violation took place after the National Legal and Policy Center, a Virginia-based conservative watchdog group, filed a complaint with the FEC a day earlier alleging Ocasio-Cortez and her chief of staff, Saikat Chakrabarti, ""orchestrated an extensive operation to hide hundreds of thousands of dollars in campaign spending...",center
14862,Cheney Loses and Other Takeaways From Tuesday's Primaries,"['2022 Elections', 'Elections', '2022 Wyoming House Election', 'Liz Cheney']",Rep. Liz Cheney loses primary against Trump-backed Hageman,NewsNation,"Wyoming Rep. Liz Cheney, the fiercest and most vocal Republican critic of former President Donald Trump, lost her primary Tuesday night in a race that reinforced Trump’s influence in the party.
The three-term congresswoman faced a challenge from Trump-backed Harriet Hageman, who was once an ally of Cheney and critic of Trump in 2016.
In a pointed address following her concession to Hageman, Cheney, Wyoming’s lone House representative, vowed to continue her fight to make sure Trump is never again elected president.
“Our work is far from over,” she said...",center
433,Anthony Weiner Sexting,['Elections'],Weiner Apologizes After New Messages Emerge,Wall Street Journal (News),"Former U.S. Rep. Anthony Weiner jolted the New York City mayoral race on Tuesday, admitting that at least some of the new, sexually charged online exchanges posted on a website and attributed to him were, in fact, his.",center
2239,The Most Googled Candidate From Last Night: Tulsi Gabbard,"['Election: Presidential', 'Tulsi Gabbard', 'Elizabeth Warren', 'Debates', 'Democrats', 'Presidential Elections', 'Elections']",Gabbard is most searched on Google after Democratic debate,The Hill,"Ahead of the debate, which was the first of two featuring 20 Democratic White House hopefuls, Sen. Elizabeth Warren (D-Mass.) was the most searched candidate of the 10 hopefuls who would appear on stage on Wednesday, while Gabbard was the fourth-most searched. Sen. Cory Booker (D-N.J.) and former Rep. Beto O'Rourke (D-Texas) were second and third, respectively.
During the debate, Gabbard moved into the top most-searched spot, followed by Booker.",center
13728,Stacey Abrams Apologizes for Maskless Photo,"['Coronavirus', 'Mask Mandates', 'Schools', 'Stacey Abrams', '2022 Georgia Gubernatorial Election']","Abrams Apologizes For Maskless Photo-Op With Schoolkids, Changing Tune After Criticizing ‘False Political Attack’",Forbes,"Stacey Abrams apologized Tuesday for appearing maskless in several photos last week at a Georgia elementary school in violation of local mask mandates, two days after the Democratic candidate in Georgia’s governor race dismissed the Republican-led firestorm about the images as a “false political attack.”
During a Tuesday night appearance on CNN, Abrams said she was sorry for not wearing a mask in pictures that went viral over the weekend where she posed with masked students and children at a Decatur, Georgia school, breaking the city’s indoor mask mandate. 
Abrams called the maskless photos...",center
19519,Americans Ponder More Stimulus Checks as Negotiations Stall,"['Banking And Finance', 'Economic Policy', 'Economy And Jobs', 'US Congress', 'Role Of Government', 'Coronavirus Stimulus', 'Life During Covid-19']","Why there’s still hope for second $1,200 stimulus checks despite stalled congressional talks",CNBC,"When it comes to a second round of $1,200 stimulus checks, there’s good news and bad news.
The good news: Both political parties have said they want to send Americans more direct payments.
The bad news: Congress needs to agree on the next coronavirus stimulus package in order for that money to come through.
Talks between top Democrats and the White House broke down because they could not come to a compromise on how much to spend on that legislation. Democrats have proposed more than $3 trillion in aid, while...",center
16488,"Election Day 2022: Info About Voting, Races to Watch, and More","['2022 Elections', 'Elections', 'Politics', 'US Congress', 'US Senate', 'US House', '2022 Gubernatorial Races']",Election Resource Center,AllSides,"See what's on your ballot, find your polling place, confirm valid forms of ID, and get more need-to-know information for Election Day 2022.",center
21668,Scott Walker Endorses Ted Cruz,"['Presidential Elections', 'Elections']",Wisconsin Gov. Walker endorses Ted Cruz for president,Chicago Tribune,"Wisconsin Gov. Scott Walker is endorsing Texas Sen. Ted Cruz in the Republican presidential race.
Walker announced his decision Tuesday on Milwaukee conservative talk radio, saying ""it's time we elect a strong new leader. I've chosen to endorse Ted Cruz.""",center
6016,Trump Backs Out of Debate,"['Presidential Elections', 'Elections']",OPINION: Is Donald Trump really scared of Megyn Kelly?,Guest Writer,"When Hillary Clinton was subjected to nearly 11 hours of intense cross-examination by Republican members of Congress during October's Benghazi committee hearing, she took the grilling. The members of that Republican-controlled committee did their best to be as ""unfair"" as possible and Clinton knew that going in.
What a contrast to Donald Trump, who said Tuesday he would bail on the Fox News-hosted GOP debate scheduled for Thursday because he feared that moderator Megyn Kelly wouldn't treat him fairly.",center
8225,How Ballot Measures on Key Issues Fared Nationwide in the 2022 Elections,"['2022 Elections', 'Abortion', 'Slavery', 'Marijuana Legalization', 'Gun Control And Gun Rights', 'Immigration', 'Justice', 'Gambling', 'Taxes', 'Voting Rights And Voter Fraud']",Voters support abortion rights in all five states with ballot measures,The Hill,"Voters in California, Vermont and Michigan on Tuesday approved ballot measures enshrining abortion rights into their state constitutions, while those in the traditionally red states of Montana and Kentucky rejected measures that would have restricted access to reproductive care.
The votes signal support for abortion rights after the Supreme Court in June overturned the landmark 1973 case Roe v. Wade and the constitutional right to the procedure.
In August, Kansas voters also rejected a ballot measure that would have given the state legislature the authority to restrict abortion access through a state...",center
7451,Trump Says He Might Accept Opposition Research From Foreign Countries,"['Election 2020', 'Foreign Influence', 'Opposition Research', 'Presidential Elections', 'Elections']",Trump Says He’d Consider Accepting Information on His Rivals From Foreign Governments,Wall Street Journal (News),"President Trump said Wednesday that his campaign might be willing to accept information from foreign governments that was damaging to his 2020 rivals, adding that he might not divulge such information to the FBI.
“It’s not an interference, they have information—I think I’d take it,” Mr. Trump said in an interview with ABC News. “If I thought there was something wrong, I’d go maybe to the FBI—if I thought there was something wrong.”
But Mr. Trump maintained that he believed there wasn’t anything wrong with listening.
“If somebody called from...",center
20612,"How Trump, Biden are Comparing in Swing States","['Polls', '2020 Election', 'Trump V Biden', 'Swing States', 'Donald Trump', 'Joe Biden', 'Elections']",Tightening polls in key swing states raise pressure on Biden,The Hill,"New polls show former Vice President Joe Biden running strong in states President Trump must win to secure a second term, but the race is close in Florida and tightening in Arizona, raising pressure on the Democratic nominee ahead of the first presidential debate.
Biden has several pathways to victory, with new surveys showing him neck and neck with Trump in traditionally red states, such as Texas and Georgia, and in states Trump won comfortably in 2016, like Iowa and Ohio.
The Democratic nominee continues to run up the score...",center
16869,"Brazilian Elections Head to Runoff Between Bolsonaro, Lula","['World', 'Elections', 'Brazil', 'Jair Bolsonaro', 'Luiz Inacio Lula Da Silva', 'Democracy', 'Polls', 'Donald Trump', 'Latin America']",Runoff result shows Bolsonaro is stronger than polls suggested,The Brazilian Report,"Former Brazilian President Luiz Inácio Lula da Silva, who governed Brazil between 2003 and 2010, came close to winning his old job back in an outright victory in the country’s presidential election on Sunday, as voters expressed their rejection of incumbent Jair Bolsonaro. However, the former president didn’t obtain quite the margin he had hoped.",center
20200,Biden Pardons All Federal Offenses of Simple Marijuana Possession,"['Joe Biden', 'Marijuana Legalization', 'Criminal Justice', 'Drugs', 'Public Health', 'Culture', 'Federal State And Tribal Powers', 'Department Of Health And Human Services', 'Justice Department', 'Xavier Becerra', 'Merrick Garland', '2022 Elections']",Biden to pardon all prior federal offenses of simple marijuana possession,Axios,"President Biden said Thursday he will pardon all prior federal offenses of simple marijuana possession and will call on governors to pardon simple state possession offenses.
Why it matters: It could amount to ""thousands"" of pardons, which would remove a burden that may have prevented some people from receiving employment, housing or educational opportunities, Biden said.
Biden said he will also ask Secretary of Health and Human Services Xavier Becerra to begin a review of how marijuana is scheduled as a drug under federal law.
What they're saying: ""As I’ve said before, no one should...",center
10191,Pelosi Asks Trump To Delay State Of The Union Address,"['Nancy Pelosi', 'SOTU', 'US Congress', 'Politics']",Pelosi asks Trump to postpone State of the Union over shutdown,The Hill,Speaker Nancy Pelosi (D-Calif.) asked President Trump on Wednesday to delay his State of the Union address set for Jan. 29 until after the government re-opens.,center
454,"Senate Approves New Trade Deal With Mexico, Canada","['Trade War', 'Mexico', 'Canada', 'USMCA', 'US Senate', 'Trade']",USMCA heads to Trump’s desk for signature after Senate approves pact,MarketWatch,"The U.S. Senate on Thursday overwhelmingly approved the U.S.-Mexico-Canada Agreement, sending the pact to President Donald Trump for signature just a day after he inked a high-profile trade deal with China.
Approved just as the chamber is preparing for Trump’s impeachment trial, senators voted 89 to 10 to pass the deal, which replaces the North American Free Trade Agreement. Trump has repeatedly slammed NAFTA, blaming the 26-year-old pact for sending American jobs abroad, and had threatened to pull the U.S. out of that three-way agreement absent any changes.",center
7211,Details of Phase 4 Coronavirus Legislation up for Debate,"['Domestic Policy', 'Economic Policy', 'Economy And Jobs', 'Banking And Finance', 'Democratic Party', 'Republican Party', 'Healthcare', 'Infrastructure', 'Labor', 'US Congress', 'US Senate', 'US House', 'Coronavirus']","‘It’s not enough’ — Pelosi wants more small business loans, direct payments and unemployment benefits",CNBC,"House Speaker Nancy Pelosi on Friday called for another bill to expand the provisions in the $2 trillion package Congress passed last week to limit the economic devastation from the coronavirus pandemic.
“Right now, I think that we have a good model. It was bipartisan, it was signed by the president. But it’s not enough,” Pelosi told CNBC’s Jim Cramer after the government employment report showed the U.S. economy lost 701,000 jobs in early March as businesses started to shut down.
In the interview on “Squawk on the Street,”...",center
13581,GOP Police Reform Bill Met With Opposition from Senate Democrats,"['Police Brutality', 'Police Reform', 'Democratic Party', 'Republican Party', 'US Congress', 'US Senate', 'Polarization', 'Politics', 'Criminal Justice', 'Justice']",Schumer signals that Democrats will block GOP police reform bill,The Hill,"Senate Minority Leader Charles Schumer (D-N.Y.) signaled on Tuesday that Democrats are prepared to block a GOP police reform bill.
Schumer, speaking from the Senate floor, sent his strongest warning yet that the Republican bill — spearheaded by Sen. Tim Scott (S.C.), the only Black GOP senator — will not advance and urged Senate Majority Leader Mitch McConnell (R-Ky.) to back down.",center
3303,AG Barr Authorizes DOJ Probe Into Election Irregularities,"['Voting Rights And Voter Fraud', '2020 Election', 'Elections', 'William Barr', 'Justice Department']","Barr Tells Federal Prosecutors to Investigate 'Clear' Instances of Voting Irregularities, Sidestepping DOJ Policy",Newsweek,"U.S. Attorney General William Barr has authorized the Department of Justice to investigate ""substantial allegations"" of voting irregularities in this year's presidential election despite little evidence of widespread voter fraud, according to a memo obtained by the Associated Press.
In the memo to U.S. attorneys, Barr said investigations ""may be conducted if there are clear and apparently-credible allegations of irregularities that, if true, could potentially impact the outcome of a federal election in an individual State.""",center
6457,Does the GOP Need an Intervention?,"['Presidential Elections', 'Elections']",Does the Republican Party need an intervention?,The Hill,"There is a growing bipartisan feeling that something has gone wrong in America. We may have been heading toward it for a long time before the 2016 race and paid no attention. But now America is in crisis. It can be seen in the headlines of opinion writers this week in The Washington Post. From the right, Robert Kagan says, ""There is something very wrong with Donald Trump."" On the left, Eugene Robinson asks, ""Is Donald Trump just plain crazy?""",center
14481,Perspectives: Biden and Trump’s ‘Dueling’ Town Halls,"['2020 Election', '2020 Presidential Debates', 'Joe Biden', 'Donald Trump', 'NBC News', 'ABC News', 'Politics']",Dueling town halls represent high stakes for Trump,The Hill,"President Trump and Democratic presidential nominee Joe Biden will compete for the attention of millions of Americans on Thursday night in dueling televised town halls, with Trump’s representing one of his few remaining opportunities to make his case to voters ahead of Election Day.
The competing town halls will be held in lieu of the second presidential debate, which was scrapped last week after Trump objected to plans — put in place over concerns about the coronavirus pandemic and the president’s personal battle with COVID-19 — to hold the event...",center
1427,Sen. Josh Hawley to Object to Electoral College Certification,"['US Senate', 'Josh Hawley', '2020 Election', 'Voting Rights And Voter Fraud', 'Elections', 'Joe Biden', 'Donald Trump', 'Mitch McConnell', 'Politics']",GOP Sen. Josh Hawley says he will object to Electoral College certification,Axios,"Sen. Josh Hawley (R-Mo.) said in a statement Wednesday that he will object to the certification of President-elect Joe Biden's Electoral College victory during the joint session of Congress on Jan. 6, alleging that some states failed to follow their election laws and that Big Tech interfered on behalf of Biden.
Why it matters: Hawley is the first senator to say he will object to the certification, joining a group of House Republicans. Biden will still be certified the winner, but the move will force Senate Republicans to go on...",center
6708,"House, Senate Democrats Call for Investigation of Barr, Durham","['Justice Department', 'William Barr', 'Elections', '2020 Election']",Top Democrats call for DOJ watchdog to probe Barr over possible 2020 election influence,The Hill,"Four House committee chairs are calling on the Justice Department watchdog to open an emergency investigation into whether Attorney General William Barr and other political appointees have improperly influenced the upcoming 2020 presidential election.
House Judiciary Committee Chairman Jerry Nadler (D-N.Y.), House Intelligence Committee Chairman Adam Schiff (D-Calif.), House Oversight and Reform Committee Chairwoman Carolyn Maloney (D-N.Y.) and House Administration Committee Chairwoman Zoe Lofgren (D-Calif.) on Friday called on Department of Justice (DOJ) Inspector General Michael Horowitz to probe whether Barr's public comments on ongoing investigations and other actions...",center
8895,"New York Times Poll Compares Support for Trump, DeSantis in Potential 2024 Matchup","['Elections', '2024 Election', 'Donald Trump', 'Ron DeSantis', 'Public Opinion', 'Politics']",Another 2024 poll shows Ron DeSantis poised to benefit from Donald Trump collapse,Florida Politics,"A new national poll offers more evidence that a significant portion of potential Republican voters in the 2024 Primary for President are ready to abandon former President Donald Trump.
The survey of 350 respondents who said they planned to vote in the 2024 Republican Primary, conducted by the New York Times and Siena College from July 5 through July 7, showed that 65% of potential Primary voters under the age of 35 and 64% of those with college educations are ready for a different Republican standard-bearer in 2024.
It also showed that Trump would struggle to...",center
8875,California Recall Election for Gov. Gavin Newsom Draws Near,"['Elections', 'Politics', 'California', 'Gavin Newsom', 'Recall', 'Newsom Recall']",Hollywood Throws Weight Behind Gavin Newsom as California Governor Fights Recall Election,Newsweek,"Several Hollywood figures are throwing their weight behind Gavin Newsom, as the California governor fights a recall election in the state.
Voters in the Golden State are now just two weeks away from the gubernatorial recall election that will determine whether the sitting governor will remain in office for the rest of his term or lose his seat to one of his many challengers.
All registered voters will receive a mail-in ballot ahead of the day on September 14 and a number of politically engaged celebrities are already using their platforms...",center
17275,"""Virtual Tie"" for Hillary, Bernie","['Presidential Elections', 'Elections']",Hillary Clinton and Bernie Sanders Dig in for Long Battle Beyond Iowa Caucus,Wall Street Journal (News),"Battling for the Democratic presidential nomination, Hillary Clinton and Bernie Sanders were locked in a tight race for Iowa’s delegates and the momentum that comes with a win in the nation’s first contest.
Mrs. Clinton maintained a narrow lead through much of the night, but with 93% of precincts reporting, her advantage was just 49.8% of the delegates versus 49.6",center
10658,Senate Votes 52-48 to Block Biden's Vaccine Mandate for Private Businesses,"['US Senate', 'Coronavirus', 'Vaccine Mandates', 'Private Businesses', 'Business', 'Joe Biden', 'Coronavirus Vaccine', 'Politics']",Senate votes to nix Biden's vaccine mandate for businesses,The Hill,"The Senate on Wednesday voted to nix President Biden’s vaccine mandate for larger businesses, handing Republicans a symbolic win.
Senators voted 52-48 on the resolution, which needed a simple majority to be approved. Democratic Sens. Jon Tester (Mont.) and Joe Manchin (W.Va.) voted with Republicans, giving it enough support to be sent to the House. 
The resolution faces an uphill path in the House, where Republicans aren’t able to use a similar fast-track process to force a vote over the objections of Democratic leadership. Instead, Republicans are hoping to get the simple majority needed to force a...",center
1193,Final Debate Fact Check,"['Presidential Elections', 'Elections']",False Claims in Final Debate,FactCheck.org,"In the third and final Obama-Romney debate, the candidates again contradicted each other, while each offered incorrect or twisted factual claims.",center
19806,Biden to ‘Re-evaluate’ US-Saudi Relations After OPEC+ Oil Cuts,"['Foreign Policy', 'Joe Biden', 'Defense And Security', 'National Security Council', 'Saudi Arabia', 'World', 'OPEC', 'Oil', 'Gas Prices', 'Inflation', 'Energy', 'US Congress']","Biden ""to re-evaluate"" U.S.-Saudi relationship after OPEC oil cut",Axios,"President Biden will ""continue to re-evaluate"" the U.S.' relationship with Saudi Arabia after a group of international oil exporters and Russia decided to significantly cut oil production in response to falling fuel prices, National Security Council spokesperson John Kirby told CNN on Tuesday.
Driving the news: The White House warned last week that Biden may support legislation aimed at reducing OPEC’s control over energy prices, suggesting Biden is considering a new, escalatory approach with the Saudis, Axios' Alayna Treene and Hans Nichols report.
Kirby reiterated this warning Tuesday, stressing that Biden is ""willing""...",center
6269,Swing State Polls,"['Presidential Elections', 'Elections']",Will Trump or Clinton win? The 11 states deciding the race,The Hill,"The final sprint toward Election Day has begun, and Donald Trump is reeling in Hillary Clinton’s lead.",center
14269,Trump Claims Voter Fraud,"['Presidential Elections', 'Elections']",Trump's illegal voters lie is just a distraction,Chicago Tribune,"President-elect Donald Trump is a narrative arsonist, a firebug who puts tweets to tinder and ignites flaming controversies that lure our eyes from things he doesn't want us to see.",center
3803,4 Senators Sold Off Stock Ahead of Coronavirus Threat,"['Coronavirus', 'Economy And Jobs', 'Banking And Finance', 'Dianne Feinstein', 'Richard Burr', 'Kelly Loeffler', 'James Inhofe', 'Stock Market', 'US Senate', 'Politics']",Four senators sold stocks before coronavirus threat crashed market,The Hill,"Four senators sold stocks shortly after a January Senate briefing on the novel coronavirus outbreak, unloading shares that plummeted in value a month later as the stock market crashed in the face of a global pandemic.
According to financial disclosures, Sens. Kelly Loeffler (R-Ga.), Jim Inhofe (R-Okla.), Dianne Feinstein (D-Calif.) and Richard Burr (R-N.C.) each sold hundreds of thousands of dollars in stocks within days of the Senate holding a classified briefing on Jan. 24 with administration officials on the threat of the coronavirus outbreak.
The sales raise questions about...",center
